ID,STATE,DESTINATION,COUNTY/LOCATION DEFINED,SEASON BEGIN,SEASON END,Lodging Rate,M&IE,Effective Date
427,CO,Douglas ,Douglas,August 1,September 30,$ 120,$ 61,"October 1, 2019"
57,CO,Durango,La Plata,October 1,May 31,$ 104,$ 71,"October 1, 2019"
57,CO,Durango,La Plata,June 1,September 30,$ 145,$ 71,"October 1, 2019"
58,CO,Fort Collins / Loveland,Larimer,October 1,May 31,$ 103,$ 61,"October 1, 2019"
58,CO,Fort Collins / Loveland,Larimer,June 1,August 31,$ 130,$ 61,"October 1, 2019"
58,CO,Fort Collins / Loveland,Larimer,September 1,September 30,$ 103,$ 61,"October 1, 2019"
493,CO,Grand Lake,Grand,October 1,November 30,$ 141,$ 76,"October 1, 2019"
493,CO,Grand Lake,Grand,December 1,March 31,$ 224,$ 76,"October 1, 2019"
493,CO,Grand Lake,Grand,April 1,May 31,$ 109,$ 76,"October 1, 2019"
493,CO,Grand Lake,Grand,June 1,September 30,$ 141,$ 76,"October 1, 2019"
61,CO,Montrose,Montrose,,,$ 98,$ 56,"October 1, 2019"
63,CO,Silverthorne / Breckenridge,Summit,October 1,November 30,$ 144,$ 76,"October 1, 2019"
63,CO,Silverthorne / Breckenridge,Summit,December 1,March 31,$ 234,$ 76,"October 1, 2019"
63,CO,Silverthorne / Breckenridge,Summit,April 1,May 31,$ 115,$ 76,"October 1, 2019"
63,CO,Silverthorne / Breckenridge,Summit,June 1,September 30,$ 144,$ 76,"October 1, 2019"
64,CO,Steamboat Springs,Routt,October 1,November 30,$ 119,$ 76,"October 1, 2019"
64,CO,Steamboat Springs,Routt,December 1,March 31,$ 126,$ 76,"October 1, 2019"
64,CO,Steamboat Springs,Routt,April 1,May 31,$ 96,$ 76,"October 1, 2019"
64,CO,Steamboat Springs,Routt,June 1,September 30,$ 119,$ 76,"October 1, 2019"
65,CO,Telluride,San Miguel,October 1,December 31,$ 223,$ 76,"October 1, 2019"
65,CO,Telluride,San Miguel,January 1,March 31,$ 396,$ 76,"October 1, 2019"
65,CO,Telluride,San Miguel,April 1,September 30,$ 223,$ 76,"October 1, 2019"
66,CO,Vail,Eagle,October 1,November 30,$ 175,$ 76,"October 1, 2019"
66,CO,Vail,Eagle,December 1,March 31,$ 389,$ 76,"October 1, 2019"
66,CO,Vail,Eagle,April 1,September 30,$ 175,$ 76,"October 1, 2019"
67,CT,Bridgeport / Danbury,Fairfield,,,$ 129,$ 66,"October 1, 2019"
68,CT,Cromwell / Old Saybrook,Middlesex,,,$ 100,$ 61,"October 1, 2019"
69,CT,Hartford,Hartford,,,$ 130,$ 61,"October 1, 2019"
71,CT,New Haven,New Haven,,,$ 114,$ 61,"October 1, 2019"
72,CT,New London / Groton,New London,,,$ 104,$ 71,"October 1, 2019"
75,DC,District of Columbia,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",October 1,October 31,$ 240,$ 76,"October 1, 2019"
75,DC,District of Columbia,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",November 1,February 29,$ 184,$ 76,"October 1, 2019"
75,DC,District of Columbia,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",March 1,June 30,$ 256,$ 76,"October 1, 2019"
75,DC,District of Columbia,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",July 1,August 31,$ 169,$ 76,"October 1, 2019"
75,DC,District of Columbia,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",September 1,September 30,$ 240,$ 76,"October 1, 2019"
77,DE,Lewes,Sussex,October 1,April 30,$ 97,$ 61,"October 1, 2019"
77,DE,Lewes,Sussex,May 1,June 30,$ 141,$ 61,"October 1, 2019"
77,DE,Lewes,Sussex,July 1,August 31,$ 207,$ 61,"October 1, 2019"
77,DE,Lewes,Sussex,September 1,September 30,$ 97,$ 61,"October 1, 2019"
78,DE,Wilmington,New Castle,,,$ 131,$ 56,"October 1, 2019"
99,FL,Boca Raton / Delray Beach / Jupiter,Palm Beach / Hendry,October 1,November 30,$ 136,$ 61,"October 1, 2019"
99,FL,Boca Raton / Delray Beach / Jupiter,Palm Beach / Hendry,December 1,April 30,$ 203,$ 61,"October 1, 2019"
99,FL,Boca Raton / Delray Beach / Jupiter,Palm Beach / Hendry,May 1,September 30,$ 118,$ 61,"October 1, 2019"
80,FL,Bradenton,Manatee,October 1,January 31,$ 102,$ 56,"October 1, 2019"
80,FL,Bradenton,Manatee,February 1,March 31,$ 152,$ 56,"October 1, 2019"
80,FL,Bradenton,Manatee,April 1,September 30,$ 102,$ 56,"October 1, 2019"
81,FL,Cocoa Beach,Brevard,October 1,January 31,$ 135,$ 71,"October 1, 2019"
81,FL,Cocoa Beach,Brevard,February 1,March 31,$ 167,$ 71,"October 1, 2019"
81,FL,Cocoa Beach,Brevard,April 1,September 30,$ 135,$ 71,"October 1, 2019"
82,FL,Daytona Beach,Volusia,October 1,January 31,$ 99,$ 56,"October 1, 2019"
82,FL,Daytona Beach,Volusia,February 1,March 31,$ 130,$ 56,"October 1, 2019"
82,FL,Daytona Beach,Volusia,April 1,July 31,$ 115,$ 56,"October 1, 2019"
82,FL,Daytona Beach,Volusia,August 1,September 30,$ 99,$ 56,"October 1, 2019"
84,FL,Fort Lauderdale,Broward,October 1,December 31,$ 157,$ 66,"October 1, 2019"
84,FL,Fort Lauderdale,Broward,January 1,April 30,$ 205,$ 66,"October 1, 2019"
84,FL,Fort Lauderdale,Broward,May 1,September 30,$ 128,$ 66,"October 1, 2019"
85,FL,Fort Myers,Lee,October 1,January 31,$ 116,$ 61,"October 1, 2019"
85,FL,Fort Myers,Lee,February 1,March 31,$ 204,$ 61,"October 1, 2019"
85,FL,Fort Myers,Lee,April 1,September 30,$ 116,$ 61,"October 1, 2019"
83,FL,Fort Walton Beach / De Funiak Springs,Okaloosa / Walton,October 1,October 31,$ 149,$ 66,"October 1, 2019"
83,FL,Fort Walton Beach / De Funiak Springs,Okaloosa / Walton,November 1,February 29,$ 100,$ 66,"October 1, 2019"
83,FL,Fort Walton Beach / De Funiak Springs,Okaloosa / Walton,March 1,May 31,$ 164,$ 66,"October 1, 2019"
83,FL,Fort Walton Beach / De Funiak Springs,Okaloosa / Walton,June 1,July 31,$ 238,$ 66,"October 1, 2019"
83,FL,Fort Walton Beach / De Funiak Springs,Okaloosa / Walton,August 1,September 30,$ 149,$ 66,"October 1, 2019"
88,FL,Gainesville,Alachua,,,$ 98,$ 61,"October 1, 2019"
89,FL,Gulf Breeze,Santa Rosa,October 1,February 29,$ 96,$ 71,"October 1, 2019"
89,FL,Gulf Breeze,Santa Rosa,March 1,May 31,$ 104,$ 71,"October 1, 2019"
89,FL,Gulf Breeze,Santa Rosa,June 1,July 31,$ 137,$ 71,"October 1, 2019"
89,FL,Gulf Breeze,Santa Rosa,August 1,September 30,$ 96,$ 71,"October 1, 2019"
91,FL,Key West,Monroe,October 1,November 30,$ 207,$ 66,"October 1, 2019"
91,FL,Key West,Monroe,December 1,April 30,$ 300,$ 66,"October 1, 2019"
91,FL,Key West,Monroe,May 1,July 31,$ 215,$ 66,"October 1, 2019"
91,FL,Key West,Monroe,August 1,September 30,$ 179,$ 66,"October 1, 2019"
95,FL,Miami,Miami-Dade,October 1,November 30,$ 135,$ 66,"October 1, 2019"
95,FL,Miami,Miami-Dade,December 1,March 31,$ 190,$ 66,"October 1, 2019"
95,FL,Miami,Miami-Dade,April 1,May 31,$ 153,$ 66,"October 1, 2019"
95,FL,Miami,Miami-Dade,June 1,September 30,$ 119,$ 66,"October 1, 2019"
96,FL,Naples,Collier,October 1,November 30,$ 112,$ 66,"October 1, 2019"
96,FL,Naples,Collier,December 1,January 31,$ 172,$ 66,"October 1, 2019"
96,FL,Naples,Collier,February 1,April 30,$ 216,$ 66,"October 1, 2019"
96,FL,Naples,Collier,May 1,September 30,$ 112,$ 66,"October 1, 2019"
98,FL,Orlando,Orange,October 1,December 31,$ 127,$ 66,"October 1, 2019"
98,FL,Orlando,Orange,January 1,March 31,$ 153,$ 66,"October 1, 2019"
98,FL,Orlando,Orange,April 1,September 30,$ 127,$ 66,"October 1, 2019"
100,FL,Panama City,Bay,October 1,February 29,$ 141,$ 66,"October 1, 2019"
100,FL,Panama City,Bay,March 1,May 31,$ 133,$ 66,"October 1, 2019"
100,FL,Panama City,Bay,June 1,September 30,$ 141,$ 66,"October 1, 2019"
101,FL,Pensacola ,Escambia,October 1,February 29,$ 109,$ 61,"October 1, 2019"
101,FL,Pensacola ,Escambia,March 1,May 31,$ 128,$ 61,"October 1, 2019"
101,FL,Pensacola ,Escambia,June 1,July 31,$ 167,$ 61,"October 1, 2019"
101,FL,Pensacola ,Escambia,August 1,September 30,$ 109,$ 61,"October 1, 2019"
102,FL,Punta Gorda,Charlotte,October 1,January 31,$ 96,$ 61,"October 1, 2019"
102,FL,Punta Gorda,Charlotte,February 1,March 31,$ 156,$ 61,"October 1, 2019"
102,FL,Punta Gorda,Charlotte,April 1,September 30,$ 96,$ 61,"October 1, 2019"
103,FL,Sarasota,Sarasota,October 1,January 31,$ 103,$ 61,"October 1, 2019"
103,FL,Sarasota,Sarasota,February 1,April 30,$ 154,$ 61,"October 1, 2019"
103,FL,Sarasota,Sarasota,May 1,September 30,$ 103,$ 61,"October 1, 2019"
104,FL,Sebring,Highlands,,,$ 107,$ 61,"October 1, 2019"
105,FL,St. Augustine,St. Johns,,,$ 129,$ 61,"October 1, 2019"
106,FL,Stuart,Martin,October 1,April 30,$ 123,$ 66,"October 1, 2019"
106,FL,Stuart,Martin,May 1,June 30,$ 101,$ 66,"October 1, 2019"
106,FL,Stuart,Martin,July 1,September 30,$ 123,$ 66,"October 1, 2019"
107,FL,Tallahassee,Leon,October 1,December 31,$ 107,$ 61,"October 1, 2019"
107,FL,Tallahassee,Leon,January 1,March 31,$ 135,$ 61,"October 1, 2019"
107,FL,Tallahassee,Leon,April 1,September 30,$ 107,$ 61,"October 1, 2019"
108,FL,Tampa / St. Petersburg,Pinellas / Hillsborough,October 1,December 31,$ 122,$ 61,"October 1, 2019"
108,FL,Tampa / St. Petersburg,Pinellas / Hillsborough,January 1,April 30,$ 158,$ 61,"October 1, 2019"
108,FL,Tampa / St. Petersburg,Pinellas / Hillsborough,May 1,September 30,$ 122,$ 61,"October 1, 2019"
109,FL,Vero Beach,Indian River,October 1,November 30,$ 136,$ 61,"October 1, 2019"
109,FL,Vero Beach,Indian River,December 1,April 30,$ 191,$ 61,"October 1, 2019"
109,FL,Vero Beach,Indian River,May 1,September 30,$ 136,$ 61,"October 1, 2019"
110,GA,Athens,Clarke,,,$ 104,$ 56,"October 1, 2019"
111,GA,Atlanta,Fulton / Dekalb,October 1,December 31,$ 157,$ 66,"October 1, 2019"
111,GA,Atlanta,Fulton / Dekalb,January 1,August 31,$ 164,$ 66,"October 1, 2019"
111,GA,Atlanta,Fulton / Dekalb,September 1,September 30,$ 157,$ 66,"October 1, 2019"
413,GA,Augusta,Richmond,,,$ 102,$ 61,"October 1, 2019"
115,GA,Jekyll Island / Brunswick,Glynn,October 1,February 29,$ 130,$ 76,"October 1, 2019"
115,GA,Jekyll Island / Brunswick,Glynn,March 1,May 31,$ 156,$ 76,"October 1, 2019"
115,GA,Jekyll Island / Brunswick,Glynn,June 1,July 31,$ 189,$ 76,"October 1, 2019"
115,GA,Jekyll Island / Brunswick,Glynn,August 1,September 30,$ 130,$ 76,"October 1, 2019"
494,GA,Marietta,Cobb,,,$ 125,$ 61,"October 1, 2019"
116,GA,Savannah,Chatham,October 1,February 29,$ 118,$ 61,"October 1, 2019"
116,GA,Savannah,Chatham,March 1,April 30,$ 139,$ 61,"October 1, 2019"
116,GA,Savannah,Chatham,May 1,September 30,$ 118,$ 61,"October 1, 2019"
476,IA,Dallas,Dallas,,,$ 113,$ 56,"October 1, 2019"
118,IA,Des Moines,Polk,,,$ 109,$ 61,"October 1, 2019"
495,ID,Boise,Ada,,,$ 137,$ 71,"October 1, 2019"
120,ID,Coeur d'Alene,Kootenai,October 1,May 31,$ 96,$ 61,"October 1, 2019"
120,ID,Coeur d'Alene,Kootenai,June 1,August 31,$ 143,$ 61,"October 1, 2019"
120,ID,Coeur d'Alene,Kootenai,September 1,September 30,$ 96,$ 61,"October 1, 2019"
122,ID,Sun Valley / Ketchum,Blaine / Elmore,October 1,May 31,$ 109,$ 66,"October 1, 2019"
122,ID,Sun Valley / Ketchum,Blaine / Elmore,June 1,August 31,$ 139,$ 66,"October 1, 2019"
122,ID,Sun Valley / Ketchum,Blaine / Elmore,September 1,September 30,$ 109,$ 66,"October 1, 2019"
422,IL,Bolingbrook / Romeoville / Lemont,Will,,,$ 106,$ 56,"October 1, 2019"
123,IL,Chicago,Cook / Lake,October 1,November 30,$ 229,$ 76,"October 1, 2019"
123,IL,Chicago,Cook / Lake,December 1,March 31,$ 125,$ 76,"October 1, 2019"
123,IL,Chicago,Cook / Lake,April 1,August 31,$ 218,$ 76,"October 1, 2019"
123,IL,Chicago,Cook / Lake,September 1,September 30,$ 229,$ 76,"October 1, 2019"
462,IL,East St. Louis / O'Fallon / Fairview Heights,St. Clair,,,$ 135,$ 66,"October 1, 2019"
124,IL,Oak Brook Terrace,Dupage,,,$ 114,$ 61,"October 1, 2019"
127,IN,Bloomington ,Monroe,October 1,April 30,$ 97,$ 61,"October 1, 2019"
127,IN,Bloomington ,Monroe,May 1,August 31,$ 111,$ 61,"October 1, 2019"
127,IN,Bloomington ,Monroe,September 1,September 30,$ 97,$ 61,"October 1, 2019"
129,IN,Ft. Wayne,Allen,,,$ 108,$ 56,"October 1, 2019"
414,IN,Hammond / Munster / Merrillville,Lake,,,$ 100,$ 61,"October 1, 2019"
130,IN,Indianapolis / Carmel,Marion / Hamilton,,,$ 128,$ 56,"October 1, 2019"
131,IN,Lafayette / West Lafayette,Tippecanoe,October 1,July 31,$ 100,$ 56,"October 1, 2019"
131,IN,Lafayette / West Lafayette,Tippecanoe,August 1,September 30,$ 117,$ 56,"October 1, 2019"
137,KS,Kansas City / Overland Park,Wyandotte / Johnson / Leavenworth,,,$ 124,$ 66,"October 1, 2019"
138,KS,Wichita,Sedgwick,,,$ 100,$ 61,"October 1, 2019"
139,KY,Boone,Boone,,,$ 113,$ 56,"October 1, 2019"
436,KY,Kenton,Kenton,,,$ 143,$ 76,"October 1, 2019"
140,KY,Lexington,Fayette,,,$ 109,$ 56,"October 1, 2019"
141,KY,Louisville,Jefferson,October 1,January 31,$ 120,$ 61,"October 1, 2019"
141,KY,Louisville,Jefferson,February 1,May 31,$ 138,$ 61,"October 1, 2019"
141,KY,Louisville,Jefferson,June 1,September 30,$ 120,$ 61,"October 1, 2019"
478,LA,Alexandria / Leesville / Natchitoches,Allen / Jefferson Davis / Natchitoches / Rapides / Vernon Parishes,,,$ 99,$ 66,"October 1, 2019"
142,LA,Baton Rouge,East Baton Rouge Parish,,,$ 100,$ 61,"October 1, 2019"
144,LA,New Orleans,Orleans / Jefferson Parishes,October 1,June 30,$ 157,$ 71,"October 1, 2019"
144,LA,New Orleans,Orleans / Jefferson Parishes,July 1,September 30,$ 117,$ 71,"October 1, 2019"
147,MA,Andover,Essex,,,$ 126,$ 61,"October 1, 2019"
148,MA,Boston / Cambridge,"Suffolk, city of Cambridge",October 1,November 30,$ 305,$ 71,"October 1, 2019"
148,MA,Boston / Cambridge,"Suffolk, city of Cambridge",December 1,February 29,$ 169,$ 71,"October 1, 2019"
148,MA,Boston / Cambridge,"Suffolk, city of Cambridge",March 1,August 31,$ 280,$ 71,"October 1, 2019"
148,MA,Boston / Cambridge,"Suffolk, city of Cambridge",September 1,September 30,$ 305,$ 71,"October 1, 2019"
149,MA,Burlington / Woburn,Middlesex less the city of Cambridge,,,$ 161,$ 61,"October 1, 2019"
150,MA,Falmouth,City limits of Falmouth,October 1,April 30,$ 130,$ 71,"October 1, 2019"
150,MA,Falmouth,City limits of Falmouth,May 1,June 30,$ 163,$ 71,"October 1, 2019"
150,MA,Falmouth,City limits of Falmouth,July 1,August 31,$ 261,$ 71,"October 1, 2019"
150,MA,Falmouth,City limits of Falmouth,September 1,September 30,$ 130,$ 71,"October 1, 2019"
151,MA,Hyannis,Barnstable less the city of Falmouth,October 1,June 30,$ 117,$ 71,"October 1, 2019"
151,MA,Hyannis,Barnstable less the city of Falmouth,July 1,August 31,$ 192,$ 71,"October 1, 2019"
151,MA,Hyannis,Barnstable less the city of Falmouth,September 1,September 30,$ 117,$ 71,"October 1, 2019"
