ID,STATE,DESTINATION,COUNTY/LOCATION DEFINED,SEASON BEGIN,SEASON END,Lodging Rate,M&IE,Effective Date
14,CA,Antioch / Brentwood / Concord,Contra Costa,,,$ 122,$ 66,"October 1, 2014"
481,CA,Bakersfield / Ridgecrest,Kern,,,$ 92,$ 51,"October 1, 2014"
16,CA,Barstow / Ontario / Victorville,San Bernardino,,,$ 98,$ 56,"October 1, 2014"
20,CA,Death Valley,Inyo ,,,$ 100,$ 46,"October 1, 2014"
461,CA,Eureka / Arcata / McKinleyville,Humboldt,October 1,June 30,$ 91,$ 61,"October 1, 2014"
461,CA,Eureka / Arcata / McKinleyville,Humboldt,July 1,August 31,$ 109,$ 61,"October 1, 2014"
461,CA,Eureka / Arcata / McKinleyville,Humboldt,September 1,September 30,$ 91,$ 61,"October 1, 2014"
21,CA,Fresno,Fresno,,,$ 89,$ 61,"October 1, 2014"
22,CA,Los Angeles,Los Angeles / Orange / Ventura / Edwards AFB less the city of Santa Monica,,,$ 138,$ 71,"October 1, 2014"
23,CA,Mammoth Lakes,Mono,October 1,November 30,$ 102,$ 61,"October 1, 2014"
23,CA,Mammoth Lakes,Mono,December 1,March 31,$ 128,$ 61,"October 1, 2014"
23,CA,Mammoth Lakes,Mono,April 1,September 30,$ 102,$ 61,"October 1, 2014"
24,CA,Mill Valley / San Rafael / Novato,Marin,,,$ 133,$ 56,"October 1, 2014"
25,CA,Modesto,Stanislaus,,,$ 85,$ 51,"October 1, 2014"
26,CA,Monterey,Monterey,October 1,June 30,$ 131,$ 71,"October 1, 2014"
26,CA,Monterey,Monterey,July 1,August 31,$ 166,$ 71,"October 1, 2014"
26,CA,Monterey,Monterey,September 1,September 30,$ 131,$ 71,"October 1, 2014"
27,CA,Napa,Napa,October 1,November 30,$ 171,$ 66,"October 1, 2014"
27,CA,Napa,Napa,December 1,January 31,$ 131,$ 66,"October 1, 2014"
27,CA,Napa,Napa,February 1,September 30,$ 171,$ 66,"October 1, 2014"
28,CA,Oakhurst,Madera ,October 1,May 31,$ 87,$ 56,"October 1, 2014"
28,CA,Oakhurst,Madera ,June 1,August 31,$ 111,$ 56,"October 1, 2014"
28,CA,Oakhurst,Madera ,September 1,September 30,$ 87,$ 56,"October 1, 2014"
29,CA,Oakland,Alameda,,,$ 124,$ 61,"October 1, 2014"
30,CA,Palm Springs,Riverside,October 1,December 31,$ 110,$ 71,"October 1, 2014"
30,CA,Palm Springs,Riverside,January 1,May 31,$ 128,$ 71,"October 1, 2014"
30,CA,Palm Springs,Riverside,June 1,September 30,$ 90,$ 71,"October 1, 2014"
31,CA,Point Arena / Gualala,Mendocino,,,$ 96,$ 66,"October 1, 2014"
32,CA,Redding,Shasta,,,$ 89,$ 61,"October 1, 2014"
33,CA,Sacramento,Sacramento,,,$ 107,$ 61,"October 1, 2014"
34,CA,San Diego,San Diego,,,$ 142,$ 71,"October 1, 2014"
35,CA,San Francisco,San Francisco,October 1,October 31,$ 251,$ 71,"October 1, 2014"
35,CA,San Francisco,San Francisco,November 1,December 31,$ 209,$ 71,"October 1, 2014"
35,CA,San Francisco,San Francisco,January 1,August 31,$ 219,$ 71,"October 1, 2014"
35,CA,San Francisco,San Francisco,September 1,September 30,$ 251,$ 71,"October 1, 2014"
36,CA,San Luis Obispo,San Luis Obispo,,,$ 111,$ 66,"October 1, 2014"
37,CA,San Mateo / Foster City / Belmont,San Mateo,,,$ 155,$ 61,"October 1, 2014"
38,CA,Santa Barbara,Santa Barbara,October 1,June 30,$ 151,$ 66,"October 1, 2014"
38,CA,Santa Barbara,Santa Barbara,July 1,August 31,$ 200,$ 66,"October 1, 2014"
38,CA,Santa Barbara,Santa Barbara,September 1,September 30,$ 151,$ 66,"October 1, 2014"
39,CA,Santa Cruz,Santa Cruz,October 1,May 31,$ 128,$ 66,"October 1, 2014"
39,CA,Santa Cruz,Santa Cruz,June 1,August 31,$ 168,$ 66,"October 1, 2014"
39,CA,Santa Cruz,Santa Cruz,September 1,September 30,$ 128,$ 66,"October 1, 2014"
40,CA,Santa Monica ,City limits of Santa Monica,October 1,December 31,$ 190,$ 71,"October 1, 2014"
40,CA,Santa Monica ,City limits of Santa Monica,January 1,May 31,$ 202,$ 71,"October 1, 2014"
40,CA,Santa Monica ,City limits of Santa Monica,June 1,August 31,$ 230,$ 71,"October 1, 2014"
40,CA,Santa Monica ,City limits of Santa Monica,September 1,September 30,$ 190,$ 71,"October 1, 2014"
41,CA,Santa Rosa,Sonoma,,,$ 121,$ 61,"October 1, 2014"
42,CA,South Lake Tahoe,El Dorado,,,$ 114,$ 71,"October 1, 2014"
43,CA,Stockton ,San Joaquin,,,$ 93,$ 56,"October 1, 2014"
44,CA,Sunnyvale / Palo Alto / San Jose,Santa Clara,,,$ 162,$ 56,"October 1, 2014"
45,CA,Tahoe City,Placer,,,$ 87,$ 61,"October 1, 2014"
46,CA,Truckee,Nevada ,,,$ 106,$ 71,"October 1, 2014"
47,CA,Visalia / Lemoore,Tulare / Kings,,,$ 88,$ 61,"October 1, 2014"
48,CA,West Sacramento / Davis,Yolo,,,$ 108,$ 51,"October 1, 2014"
49,CA,Yosemite National Park,Mariposa,October 1,November 30,$ 90,$ 71,"October 1, 2014"
49,CA,Yosemite National Park,Mariposa,December 1,May 31,$ 113,$ 71,"October 1, 2014"
49,CA,Yosemite National Park,Mariposa,June 1,August 31,$ 124,$ 71,"October 1, 2014"
49,CA,Yosemite National Park,Mariposa,September 1,September 30,$ 90,$ 71,"October 1, 2014"
50,CO,Aspen,Pitkin,October 1,November 30,$ 116,$ 71,"October 1, 2014"
50,CO,Aspen,Pitkin,December 1,March 31,$ 270,$ 71,"October 1, 2014"
50,CO,Aspen,Pitkin,April 1,May 31,$ 117,$ 71,"October 1, 2014"
50,CO,Aspen,Pitkin,June 1,August 31,$ 201,$ 71,"October 1, 2014"
50,CO,Aspen,Pitkin,September 1,September 30,$ 116,$ 71,"October 1, 2014"
52,CO,Boulder / Broomfield,Boulder / Broomfield,,,$ 114,$ 61,"October 1, 2014"
53,CO,Colorado Springs,El Paso,,,$ 89,$ 66,"October 1, 2014"
54,CO,Cortez,Montezuma,October 1,May 31,$ 88,$ 51,"October 1, 2014"
54,CO,Cortez,Montezuma,June 1,September 30,$ 111,$ 51,"October 1, 2014"
55,CO,Crested Butte / Gunnison,Gunnison,,,$ 95,$ 51,"October 1, 2014"
56,CO,Denver / Aurora,Denver / Adams / Arapahoe / Jefferson,,,$ 163,$ 66,"October 1, 2014"
427,CO,Douglas ,Douglas,,,$ 108,$ 61,"October 1, 2014"
57,CO,Durango,La Plata,October 1,May 31,$ 97,$ 61,"October 1, 2014"
57,CO,Durango,La Plata,June 1,September 30,$ 141,$ 61,"October 1, 2014"
58,CO,Fort Collins / Loveland,Larimer,,,$ 98,$ 56,"October 1, 2014"
61,CO,Montrose,Montrose,,,$ 87,$ 56,"October 1, 2014"
63,CO,Silverthorne / Breckenridge,Summit,October 1,November 30,$ 94,$ 56,"October 1, 2014"
63,CO,Silverthorne / Breckenridge,Summit,December 1,March 31,$ 138,$ 56,"October 1, 2014"
63,CO,Silverthorne / Breckenridge,Summit,April 1,May 31,$ 83,$ 56,"October 1, 2014"
63,CO,Silverthorne / Breckenridge,Summit,June 1,September 30,$ 94,$ 56,"October 1, 2014"
64,CO,Steamboat Springs,Routt,October 1,November 30,$ 99,$ 56,"October 1, 2014"
64,CO,Steamboat Springs,Routt,December 1,March 31,$ 172,$ 56,"October 1, 2014"
64,CO,Steamboat Springs,Routt,April 1,September 30,$ 99,$ 56,"October 1, 2014"
65,CO,Telluride,San Miguel,October 1,November 30,$ 127,$ 71,"October 1, 2014"
65,CO,Telluride,San Miguel,December 1,March 31,$ 334,$ 71,"October 1, 2014"
65,CO,Telluride,San Miguel,April 1,May 31,$ 136,$ 71,"October 1, 2014"
65,CO,Telluride,San Miguel,June 1,September 30,$ 174,$ 71,"October 1, 2014"
66,CO,Vail,Eagle,October 1,November 30,$ 116,$ 71,"October 1, 2014"
66,CO,Vail,Eagle,December 1,March 31,$ 312,$ 71,"October 1, 2014"
66,CO,Vail,Eagle,April 1,June 30,$ 126,$ 71,"October 1, 2014"
66,CO,Vail,Eagle,July 1,August 31,$ 151,$ 71,"October 1, 2014"
66,CO,Vail,Eagle,September 1,September 30,$ 116,$ 71,"October 1, 2014"
67,CT,Bridgeport / Danbury,Fairfield,,,$ 125,$ 71,"October 1, 2014"
68,CT,Cromwell / Old Saybrook,Middlesex,,,$ 93,$ 61,"October 1, 2014"
69,CT,Hartford,Hartford,,,$ 116,$ 56,"October 1, 2014"
71,CT,New Haven,New Haven,,,$ 94,$ 61,"October 1, 2014"
72,CT,New London / Groton,New London,,,$ 98,$ 61,"October 1, 2014"
75,DC,District of Columbia,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",October 1,October 31,$ 222,$ 71,"October 1, 2014"
75,DC,District of Columbia,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",November 1,February 28,$ 177,$ 71,"October 1, 2014"
75,DC,District of Columbia,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",March 1,June 30,$ 229,$ 71,"October 1, 2014"
75,DC,District of Columbia,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",July 1,August 31,$ 162,$ 71,"October 1, 2014"
75,DC,District of Columbia,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",September 1,September 30,$ 222,$ 71,"October 1, 2014"
76,DE,Dover,Kent,October 1,April 30,$ 83,$ 46,"October 1, 2014"
76,DE,Dover,Kent,May 1,September 30,$ 101,$ 46,"October 1, 2014"
77,DE,Lewes,Sussex,October 1,June 30,$ 88,$ 46,"October 1, 2014"
77,DE,Lewes,Sussex,July 1,August 31,$ 137,$ 46,"October 1, 2014"
77,DE,Lewes,Sussex,September 1,September 30,$ 88,$ 46,"October 1, 2014"
78,DE,Wilmington,New Castle,,,$ 120,$ 56,"October 1, 2014"
99,FL,Boca Raton / Delray Beach / Jupiter,Palm Beach / Hendry,October 1,December 31,$ 97,$ 71,"October 1, 2014"
99,FL,Boca Raton / Delray Beach / Jupiter,Palm Beach / Hendry,January 1,April 30,$ 157,$ 71,"October 1, 2014"
99,FL,Boca Raton / Delray Beach / Jupiter,Palm Beach / Hendry,May 1,September 30,$ 97,$ 71,"October 1, 2014"
80,FL,Bradenton,Manatee,October 1,January 31,$ 83,$ 56,"October 1, 2014"
80,FL,Bradenton,Manatee,February 1,March 31,$ 119,$ 56,"October 1, 2014"
80,FL,Bradenton,Manatee,April 1,September 30,$ 83,$ 56,"October 1, 2014"
81,FL,Cocoa Beach,Brevard,,,$ 105,$ 51,"October 1, 2014"
82,FL,Daytona Beach,Volusia,October 1,January 31,$ 83,$ 51,"October 1, 2014"
82,FL,Daytona Beach,Volusia,February 1,March 31,$ 110,$ 51,"October 1, 2014"
82,FL,Daytona Beach,Volusia,April 1,July 31,$ 90,$ 51,"October 1, 2014"
82,FL,Daytona Beach,Volusia,August 1,September 30,$ 83,$ 51,"October 1, 2014"
84,FL,Fort Lauderdale,Broward,October 1,December 31,$ 134,$ 71,"October 1, 2014"
84,FL,Fort Lauderdale,Broward,January 1,March 31,$ 188,$ 71,"October 1, 2014"
84,FL,Fort Lauderdale,Broward,April 1,May 31,$ 140,$ 71,"October 1, 2014"
84,FL,Fort Lauderdale,Broward,June 1,September 30,$ 109,$ 71,"October 1, 2014"
85,FL,Fort Myers,Lee,October 1,December 31,$ 93,$ 56,"October 1, 2014"
85,FL,Fort Myers,Lee,January 1,April 30,$ 142,$ 56,"October 1, 2014"
85,FL,Fort Myers,Lee,May 1,September 30,$ 93,$ 56,"October 1, 2014"
83,FL,Fort Walton Beach / De Funiak Springs,Okaloosa / Walton,October 1,October 31,$ 129,$ 51,"October 1, 2014"
83,FL,Fort Walton Beach / De Funiak Springs,Okaloosa / Walton,November 1,February 28,$ 86,$ 51,"October 1, 2014"
83,FL,Fort Walton Beach / De Funiak Springs,Okaloosa / Walton,March 1,May 31,$ 145,$ 51,"October 1, 2014"
83,FL,Fort Walton Beach / De Funiak Springs,Okaloosa / Walton,June 1,July 31,$ 196,$ 51,"October 1, 2014"
83,FL,Fort Walton Beach / De Funiak Springs,Okaloosa / Walton,August 1,September 30,$ 129,$ 51,"October 1, 2014"
88,FL,Gainesville,Alachua,,,$ 94,$ 51,"October 1, 2014"
89,FL,Gulf Breeze,Santa Rosa,October 1,May 31,$ 83,$ 51,"October 1, 2014"
89,FL,Gulf Breeze,Santa Rosa,June 1,July 31,$ 108,$ 51,"October 1, 2014"
89,FL,Gulf Breeze,Santa Rosa,August 1,September 30,$ 83,$ 51,"October 1, 2014"
91,FL,Key West,Monroe,October 1,November 30,$ 183,$ 71,"October 1, 2014"
91,FL,Key West,Monroe,December 1,January 31,$ 230,$ 71,"October 1, 2014"
91,FL,Key West,Monroe,February 1,March 31,$ 279,$ 71,"October 1, 2014"
91,FL,Key West,Monroe,April 1,September 30,$ 183,$ 71,"October 1, 2014"
95,FL,Miami,Miami-Dade,October 1,December 31,$ 152,$ 66,"October 1, 2014"
95,FL,Miami,Miami-Dade,January 1,March 31,$ 203,$ 66,"October 1, 2014"
95,FL,Miami,Miami-Dade,April 1,May 31,$ 146,$ 66,"October 1, 2014"
95,FL,Miami,Miami-Dade,June 1,September 30,$ 119,$ 66,"October 1, 2014"
96,FL,Naples,Collier,October 1,December 31,$ 136,$ 61,"October 1, 2014"
96,FL,Naples,Collier,January 1,April 30,$ 203,$ 61,"October 1, 2014"
96,FL,Naples,Collier,May 1,September 30,$ 116,$ 61,"October 1, 2014"
98,FL,Orlando,Orange,,,$ 115,$ 56,"October 1, 2014"
100,FL,Panama City,Bay,October 1,February 28,$ 83,$ 51,"October 1, 2014"
100,FL,Panama City,Bay,March 1,July 31,$ 119,$ 51,"October 1, 2014"
100,FL,Panama City,Bay,August 1,September 30,$ 83,$ 51,"October 1, 2014"
101,FL,Pensacola ,Escambia,October 1,February 28,$ 94,$ 46,"October 1, 2014"
101,FL,Pensacola ,Escambia,March 1,August 31,$ 121,$ 46,"October 1, 2014"
101,FL,Pensacola ,Escambia,September 1,September 30,$ 94,$ 46,"October 1, 2014"
102,FL,Punta Gorda,Charlotte,October 1,January 31,$ 83,$ 51,"October 1, 2014"
102,FL,Punta Gorda,Charlotte,February 1,March 31,$ 123,$ 51,"October 1, 2014"
102,FL,Punta Gorda,Charlotte,April 1,September 30,$ 83,$ 51,"October 1, 2014"
103,FL,Sarasota,Sarasota,October 1,December 31,$ 92,$ 56,"October 1, 2014"
103,FL,Sarasota,Sarasota,January 1,April 30,$ 126,$ 56,"October 1, 2014"
103,FL,Sarasota,Sarasota,May 1,September 30,$ 92,$ 56,"October 1, 2014"
104,FL,Sebring,Highlands,,,$ 99,$ 46,"October 1, 2014"
105,FL,St. Augustine,St. Johns,,,$ 107,$ 56,"October 1, 2014"
106,FL,Stuart,Martin,,,$ 91,$ 51,"October 1, 2014"
107,FL,Tallahassee,Leon,October 1,December 31,$ 88,$ 46,"October 1, 2014"
107,FL,Tallahassee,Leon,January 1,April 30,$ 104,$ 46,"October 1, 2014"
107,FL,Tallahassee,Leon,May 1,September 30,$ 88,$ 46,"October 1, 2014"
108,FL,Tampa / St. Petersburg,Pinellas / Hillsborough,October 1,December 31,$ 104,$ 51,"October 1, 2014"
108,FL,Tampa / St. Petersburg,Pinellas / Hillsborough,January 1,February 28,$ 115,$ 51,"October 1, 2014"
108,FL,Tampa / St. Petersburg,Pinellas / Hillsborough,March 1,September 30,$ 104,$ 51,"October 1, 2014"
109,FL,Vero Beach,Indian River,October 1,January 31,$ 109,$ 51,"October 1, 2014"
109,FL,Vero Beach,Indian River,February 1,April 30,$ 155,$ 51,"October 1, 2014"
109,FL,Vero Beach,Indian River,May 1,September 30,$ 109,$ 51,"October 1, 2014"
110,GA,Athens,Clarke,,,$ 91,$ 46,"October 1, 2014"
111,GA,Atlanta,Fulton / Dekalb / Cobb,,,$ 135,$ 56,"October 1, 2014"
413,GA,Augusta,Richmond,,,$ 91,$ 51,"October 1, 2014"
115,GA,Jekyll Island / Brunswick,Glynn,October 1,October 31,$ 148,$ 56,"October 1, 2014"
115,GA,Jekyll Island / Brunswick,Glynn,November 1,February 28,$ 110,$ 56,"October 1, 2014"
115,GA,Jekyll Island / Brunswick,Glynn,March 1,September 30,$ 148,$ 56,"October 1, 2014"
116,GA,Savannah,Chatham,,,$ 101,$ 56,"October 1, 2014"
117,IA,Cedar Rapids,Linn,,,$ 88,$ 51,"October 1, 2014"
476,IA,Dallas,Dallas,,,$ 114,$ 51,"October 1, 2014"
118,IA,Des Moines,Polk,,,$ 97,$ 51,"October 1, 2014"
466,ID,Bonner's Ferry / Sandpoint,Bonner / Boundary / Shoshone,October 1,June 30,$ 83,$ 61,"October 1, 2014"
466,ID,Bonner's Ferry / Sandpoint,Bonner / Boundary / Shoshone,July 1,August 31,$ 101,$ 61,"October 1, 2014"
466,ID,Bonner's Ferry / Sandpoint,Bonner / Boundary / Shoshone,September 1,September 30,$ 83,$ 61,"October 1, 2014"
120,ID,Coeur d'Alene,Kootenai,October 1,May 31,$ 85,$ 61,"October 1, 2014"
120,ID,Coeur d'Alene,Kootenai,June 1,August 31,$ 124,$ 61,"October 1, 2014"
120,ID,Coeur d'Alene,Kootenai,September 1,September 30,$ 85,$ 61,"October 1, 2014"
467,ID,Driggs / Idaho Falls,Bonneville / Fremont / Teton,,,$ 86,$ 46,"October 1, 2014"
122,ID,Sun Valley / Ketchum,Blaine / Elmore,,,$ 99,$ 71,"October 1, 2014"
422,IL,Bolingbrook / Romeoville / Lemont,Will,,,$ 90,$ 51,"October 1, 2014"
123,IL,Chicago,Cook / Lake,October 1,November 30,$ 194,$ 71,"October 1, 2014"
123,IL,Chicago,Cook / Lake,December 1,February 28,$ 132,$ 71,"October 1, 2014"
123,IL,Chicago,Cook / Lake,March 1,April 30,$ 159,$ 71,"October 1, 2014"
123,IL,Chicago,Cook / Lake,May 1,August 31,$ 192,$ 71,"October 1, 2014"
123,IL,Chicago,Cook / Lake,September 1,September 30,$ 194,$ 71,"October 1, 2014"
462,IL,O'Fallon / Fairview Heights / Collinsville,Bond / Calhoun / Clinton / Jersey / Macoupin / Madison / Monroe / St. Clair,,,$ 115,$ 56,"October 1, 2014"
124,IL,Oak Brook Terrace,Dupage,,,$ 103,$ 61,"October 1, 2014"
126,IL,Springfield ,Sangamon,,,$ 89,$ 56,"October 1, 2014"
127,IN,Bloomington ,Monroe,,,$ 104,$ 56,"October 1, 2014"
129,IN,Ft. Wayne,Allen,,,$ 88,$ 56,"October 1, 2014"
414,IN,Hammond / Munster / Merrillville,Lake,,,$ 96,$ 46,"October 1, 2014"
130,IN,Indianapolis / Carmel,Marion / Hamilton,,,$ 98,$ 61,"October 1, 2014"
131,IN,Lafayette / West Lafayette,Tippecanoe,,,$ 88,$ 51,"October 1, 2014"
134,IN,South Bend,St. Joseph,,,$ 90,$ 56,"October 1, 2014"
137,KS,Kansas City / Overland Park,Wyandotte / Johnson / Leavenworth,,,$ 106,$ 61,"October 1, 2014"
138,KS,Wichita,Sedgwick,,,$ 93,$ 56,"October 1, 2014"
139,KY,Boone,Boone,,,$ 92,$ 51,"October 1, 2014"
436,KY,Kenton,Kenton,,,$ 132,$ 56,"October 1, 2014"
140,KY,Lexington,Fayette,,,$ 97,$ 61,"October 1, 2014"
141,KY,Louisville,Jefferson,October 1,January 31,$ 106,$ 61,"October 1, 2014"
141,KY,Louisville,Jefferson,February 1,May 31,$ 121,$ 61,"October 1, 2014"
141,KY,Louisville,Jefferson,June 1,September 30,$ 106,$ 61,"October 1, 2014"
478,LA,Alexandria / Leesville / Natchitoches,Allen / Jefferson Davis / Natchitoches / Rapides / Vernon Parishes,,,$ 86,$ 61,"October 1, 2014"
142,LA,Baton Rouge,East Baton Rouge Parish,,,$ 94,$ 56,"October 1, 2014"
438,LA,Covington / Slidell,St. Tammany Parish,,,$ 90,$ 56,"October 1, 2014"
144,LA,New Orleans,Orleans / St. Bernard / Jefferson / Plaquemine Parishes,October 1,December 31,$ 154,$ 71,"October 1, 2014"
144,LA,New Orleans,Orleans / St. Bernard / Jefferson / Plaquemine Parishes,January 1,June 30,$ 151,$ 71,"October 1, 2014"
144,LA,New Orleans,Orleans / St. Bernard / Jefferson / Plaquemine Parishes,July 1,September 30,$ 107,$ 71,"October 1, 2014"
147,MA,Andover,Essex,,,$ 101,$ 56,"October 1, 2014"
148,MA,Boston / Cambridge,"Suffolk, city of Cambridge",October 1,October 31,$ 258,$ 71,"October 1, 2014"
148,MA,Boston / Cambridge,"Suffolk, city of Cambridge",November 1,March 31,$ 179,$ 71,"October 1, 2014"
148,MA,Boston / Cambridge,"Suffolk, city of Cambridge",April 1,June 30,$ 231,$ 71,"October 1, 2014"
148,MA,Boston / Cambridge,"Suffolk, city of Cambridge",July 1,August 31,$ 210,$ 71,"October 1, 2014"
148,MA,Boston / Cambridge,"Suffolk, city of Cambridge",September 1,September 30,$ 258,$ 71,"October 1, 2014"
149,MA,Burlington / Woburn,Middlesex less the city of Cambridge,,,$ 127,$ 71,"October 1, 2014"
150,MA,Falmouth,City limits of Falmouth,October 1,June 30,$ 110,$ 51,"October 1, 2014"
150,MA,Falmouth,City limits of Falmouth,July 1,August 31,$ 184,$ 51,"October 1, 2014"
150,MA,Falmouth,City limits of Falmouth,September 1,September 30,$ 110,$ 51,"October 1, 2014"
151,MA,Hyannis,Barnstable less the city of Falmouth,October 1,June 30,$ 97,$ 56,"October 1, 2014"
151,MA,Hyannis,Barnstable less the city of Falmouth,July 1,August 31,$ 157,$ 56,"October 1, 2014"
151,MA,Hyannis,Barnstable less the city of Falmouth,September 1,September 30,$ 97,$ 56,"October 1, 2014"
152,MA,Martha's Vineyard,Dukes,October 1,June 30,$ 124,$ 71,"October 1, 2014"
152,MA,Martha's Vineyard,Dukes,July 1,August 31,$ 265,$ 71,"October 1, 2014"
152,MA,Martha's Vineyard,Dukes,September 1,September 30,$ 124,$ 71,"October 1, 2014"
153,MA,Nantucket,Nantucket,October 1,May 31,$ 137,$ 61,"October 1, 2014"
153,MA,Nantucket,Nantucket,June 1,September 30,$ 289,$ 61,"October 1, 2014"
154,MA,Northampton,Hampshire,,,$ 106,$ 56,"October 1, 2014"
155,MA,Pittsfield,Berkshire,,,$ 122,$ 61,"October 1, 2014"
156,MA,Plymouth / Taunton / New Bedford,Plymouth / Bristol,,,$ 99,$ 56,"October 1, 2014"
157,MA,Quincy,Norfolk,,,$ 133,$ 51,"October 1, 2014"
158,MA,Springfield,Hampden,,,$ 104,$ 51,"October 1, 2014"
160,MA,Worcester,Worcester,,,$ 106,$ 61,"October 1, 2014"
161,MD,Aberdeen / Bel Air / Belcamp,Harford,,,$ 94,$ 56,"October 1, 2014"
162,MD,Annapolis,Anne Arundel,October 1,October 31,$ 121,$ 61,"October 1, 2014"
162,MD,Annapolis,Anne Arundel,November 1,April 30,$ 100,$ 61,"October 1, 2014"
162,MD,Annapolis,Anne Arundel,May 1,September 30,$ 121,$ 61,"October 1, 2014"
429,MD,Baltimore County,Baltimore,,,$ 98,$ 61,"October 1, 2014"
163,MD,Baltimore City,Baltimore City,October 1,November 30,$ 153,$ 71,"October 1, 2014"
163,MD,Baltimore City,Baltimore City,December 1,February 28,$ 118,$ 71,"October 1, 2014"
163,MD,Baltimore City,Baltimore City,March 1,August 31,$ 150,$ 71,"October 1, 2014"
163,MD,Baltimore City,Baltimore City,September 1,September 30,$ 153,$ 71,"October 1, 2014"
164,MD,Cambridge / St. Michaels,Dorchester / Talbot,October 1,May 31,$ 124,$ 61,"October 1, 2014"
164,MD,Cambridge / St. Michaels,Dorchester / Talbot,June 1,August 31,$ 170,$ 61,"October 1, 2014"
164,MD,Cambridge / St. Michaels,Dorchester / Talbot,September 1,September 30,$ 124,$ 61,"October 1, 2014"
473,MD,Centreville,Queen Anne,October 1,October 31,$ 121,$ 51,"October 1, 2014"
473,MD,Centreville,Queen Anne,November 1,January 31,$ 105,$ 51,"October 1, 2014"
473,MD,Centreville,Queen Anne,February 1,September 30,$ 121,$ 51,"October 1, 2014"
165,MD,Columbia,Howard,,,$ 102,$ 61,"October 1, 2014"
166,MD,Frederick,Frederick,,,$ 99,$ 56,"October 1, 2014"
169,MD,Lexington Park / Leonardtown / Lusby,St. Mary's / Calvert,,,$ 94,$ 61,"October 1, 2014"
170,MD,Ocean City,Worcester,October 1,May 31,$ 85,$ 71,"October 1, 2014"
170,MD,Ocean City,Worcester,June 1,August 31,$ 193,$ 71,"October 1, 2014"
170,MD,Ocean City,Worcester,September 1,September 30,$ 85,$ 71,"October 1, 2014"
