ID,STATE,DESTINATION,COUNTY/LOCATION DEFINED,SEASON BEGIN,SEASON END,Lodging Rate,M&IE,Effective Date
14,CA,Antioch / Brentwood / Concord,Contra Costa,,,$ 132,$ 64,"October 1, 2015"
481,CA,Bakersfield / Ridgecrest,Kern,,,$ 95,$ 59,"October 1, 2015"
16,CA,Barstow / Ontario / Victorville,San Bernardino,,,$ 96,$ 54,"October 1, 2015"
20,CA,Death Valley,Inyo ,,,$ 102,$ 64,"October 1, 2015"
461,CA,Eureka / Arcata / McKinleyville,Humboldt,October 1,May 31,$ 94,$ 74,"October 1, 2015"
461,CA,Eureka / Arcata / McKinleyville,Humboldt,June 1,August 31,$ 112,$ 74,"October 1, 2015"
461,CA,Eureka / Arcata / McKinleyville,Humboldt,September 1,September 30,$ 94,$ 74,"October 1, 2015"
21,CA,Fresno,Fresno,,,$ 92,$ 64,"October 1, 2015"
22,CA,Los Angeles,Los Angeles / Orange / Ventura / Edwards AFB less the city of Santa Monica,October 1,December 31,$ 150,$ 64,"October 1, 2015"
22,CA,Los Angeles,Los Angeles / Orange / Ventura / Edwards AFB less the city of Santa Monica,January 1,March 31,$ 157,$ 64,"October 1, 2015"
22,CA,Los Angeles,Los Angeles / Orange / Ventura / Edwards AFB less the city of Santa Monica,April 1,September 30,$ 150,$ 64,"October 1, 2015"
23,CA,Mammoth Lakes,Mono,October 1,November 30,$ 116,$ 74,"October 1, 2015"
23,CA,Mammoth Lakes,Mono,December 1,February 29,$ 159,$ 74,"October 1, 2015"
23,CA,Mammoth Lakes,Mono,March 1,September 30,$ 116,$ 74,"October 1, 2015"
24,CA,Mill Valley / San Rafael / Novato,Marin,October 1,October 31,$ 146,$ 74,"October 1, 2015"
24,CA,Mill Valley / San Rafael / Novato,Marin,November 1,December 31,$ 130,$ 74,"October 1, 2015"
24,CA,Mill Valley / San Rafael / Novato,Marin,January 1,September 30,$ 146,$ 74,"October 1, 2015"
26,CA,Monterey,Monterey,October 1,June 30,$ 134,$ 74,"October 1, 2015"
26,CA,Monterey,Monterey,July 1,August 31,$ 175,$ 74,"October 1, 2015"
26,CA,Monterey,Monterey,September 1,September 30,$ 134,$ 74,"October 1, 2015"
27,CA,Napa,Napa,October 1,October 31,$ 191,$ 69,"October 1, 2015"
27,CA,Napa,Napa,November 1,April 30,$ 149,$ 69,"October 1, 2015"
27,CA,Napa,Napa,May 1,September 30,$ 191,$ 69,"October 1, 2015"
28,CA,Oakhurst,Madera ,October 1,May 31,$ 91,$ 64,"October 1, 2015"
28,CA,Oakhurst,Madera ,June 1,August 31,$ 115,$ 64,"October 1, 2015"
28,CA,Oakhurst,Madera ,September 1,September 30,$ 91,$ 64,"October 1, 2015"
29,CA,Oakland,Alameda,,,$ 140,$ 69,"October 1, 2015"
30,CA,Palm Springs,Riverside,October 1,May 31,$ 123,$ 64,"October 1, 2015"
30,CA,Palm Springs,Riverside,June 1,August 31,$ 92,$ 64,"October 1, 2015"
30,CA,Palm Springs,Riverside,September 1,September 30,$ 123,$ 64,"October 1, 2015"
31,CA,Point Arena / Gualala,Mendocino,,,$ 106,$ 69,"October 1, 2015"
32,CA,Redding,Shasta,,,$ 90,$ 64,"October 1, 2015"
33,CA,Sacramento,Sacramento,,,$ 112,$ 64,"October 1, 2015"
34,CA,San Diego,San Diego,October 1,December 31,$ 140,$ 64,"October 1, 2015"
34,CA,San Diego,San Diego,January 1,July 31,$ 153,$ 64,"October 1, 2015"
34,CA,San Diego,San Diego,August 1,September 30,$ 140,$ 64,"October 1, 2015"
35,CA,San Francisco,San Francisco,,,$ 250,$ 74,"October 1, 2015"
36,CA,San Luis Obispo,San Luis Obispo,October 1,May 31,$ 112,$ 64,"October 1, 2015"
36,CA,San Luis Obispo,San Luis Obispo,June 1,August 31,$ 133,$ 64,"October 1, 2015"
36,CA,San Luis Obispo,San Luis Obispo,September 1,September 30,$ 112,$ 64,"October 1, 2015"
37,CA,San Mateo / Foster City / Belmont,San Mateo,October 1,December 31,$ 178,$ 69,"October 1, 2015"
37,CA,San Mateo / Foster City / Belmont,San Mateo,January 1,March 31,$ 184,$ 69,"October 1, 2015"
37,CA,San Mateo / Foster City / Belmont,San Mateo,April 1,September 30,$ 178,$ 69,"October 1, 2015"
38,CA,Santa Barbara,Santa Barbara,October 1,June 30,$ 161,$ 74,"October 1, 2015"
38,CA,Santa Barbara,Santa Barbara,July 1,August 31,$ 211,$ 74,"October 1, 2015"
38,CA,Santa Barbara,Santa Barbara,September 1,September 30,$ 161,$ 74,"October 1, 2015"
39,CA,Santa Cruz,Santa Cruz,October 1,May 31,$ 129,$ 59,"October 1, 2015"
39,CA,Santa Cruz,Santa Cruz,June 1,August 31,$ 164,$ 59,"October 1, 2015"
39,CA,Santa Cruz,Santa Cruz,September 1,September 30,$ 129,$ 59,"October 1, 2015"
40,CA,Santa Monica ,City limits of Santa Monica,October 1,May 31,$ 217,$ 64,"October 1, 2015"
40,CA,Santa Monica ,City limits of Santa Monica,June 1,August 31,$ 252,$ 64,"October 1, 2015"
40,CA,Santa Monica ,City limits of Santa Monica,September 1,September 30,$ 217,$ 64,"October 1, 2015"
41,CA,Santa Rosa,Sonoma,October 1,October 31,$ 134,$ 64,"October 1, 2015"
41,CA,Santa Rosa,Sonoma,November 1,February 29,$ 118,$ 64,"October 1, 2015"
41,CA,Santa Rosa,Sonoma,March 1,September 30,$ 134,$ 64,"October 1, 2015"
42,CA,South Lake Tahoe,El Dorado,October 1,November 30,$ 111,$ 64,"October 1, 2015"
42,CA,South Lake Tahoe,El Dorado,December 1,June 30,$ 136,$ 64,"October 1, 2015"
42,CA,South Lake Tahoe,El Dorado,July 1,August 31,$ 162,$ 64,"October 1, 2015"
42,CA,South Lake Tahoe,El Dorado,September 1,September 30,$ 111,$ 64,"October 1, 2015"
43,CA,Stockton ,San Joaquin,,,$ 97,$ 64,"October 1, 2015"
44,CA,Sunnyvale / Palo Alto / San Jose,Santa Clara,October 1,March 31,$ 187,$ 64,"October 1, 2015"
44,CA,Sunnyvale / Palo Alto / San Jose,Santa Clara,April 1,May 31,$ 175,$ 64,"October 1, 2015"
44,CA,Sunnyvale / Palo Alto / San Jose,Santa Clara,June 1,September 30,$ 187,$ 64,"October 1, 2015"
45,CA,Tahoe City,Placer,,,$ 93,$ 64,"October 1, 2015"
46,CA,Truckee,Nevada ,,,$ 120,$ 74,"October 1, 2015"
47,CA,Visalia / Lemoore,Tulare / Kings,,,$ 90,$ 59,"October 1, 2015"
48,CA,West Sacramento / Davis,Yolo,,,$ 113,$ 64,"October 1, 2015"
49,CA,Yosemite National Park,Mariposa,October 1,December 31,$ 118,$ 69,"October 1, 2015"
49,CA,Yosemite National Park,Mariposa,January 1,May 31,$ 107,$ 69,"October 1, 2015"
49,CA,Yosemite National Park,Mariposa,June 1,August 31,$ 132,$ 69,"October 1, 2015"
49,CA,Yosemite National Park,Mariposa,September 1,September 30,$ 118,$ 69,"October 1, 2015"
50,CO,Aspen,Pitkin,October 1,November 30,$ 115,$ 74,"October 1, 2015"
50,CO,Aspen,Pitkin,December 1,March 31,$ 266,$ 74,"October 1, 2015"
50,CO,Aspen,Pitkin,April 1,May 31,$ 114,$ 74,"October 1, 2015"
50,CO,Aspen,Pitkin,June 1,August 31,$ 193,$ 74,"October 1, 2015"
50,CO,Aspen,Pitkin,September 1,September 30,$ 115,$ 74,"October 1, 2015"
52,CO,Boulder / Broomfield,Boulder / Broomfield,,,$ 125,$ 59,"October 1, 2015"
53,CO,Colorado Springs,El Paso,,,$ 91,$ 59,"October 1, 2015"
54,CO,Cortez,Montezuma,October 1,May 31,$ 91,$ 59,"October 1, 2015"
54,CO,Cortez,Montezuma,June 1,September 30,$ 114,$ 59,"October 1, 2015"
55,CO,Crested Butte / Gunnison,Gunnison,October 1,November 30,$ 108,$ 64,"October 1, 2015"
55,CO,Crested Butte / Gunnison,Gunnison,December 1,March 31,$ 154,$ 64,"October 1, 2015"
55,CO,Crested Butte / Gunnison,Gunnison,April 1,September 30,$ 108,$ 64,"October 1, 2015"
56,CO,Denver / Aurora,Denver / Adams / Arapahoe / Jefferson,,,$ 172,$ 69,"October 1, 2015"
427,CO,Douglas ,Douglas,,,$ 116,$ 59,"October 1, 2015"
57,CO,Durango,La Plata,October 1,May 31,$ 100,$ 64,"October 1, 2015"
57,CO,Durango,La Plata,June 1,September 30,$ 146,$ 64,"October 1, 2015"
58,CO,Fort Collins / Loveland,Larimer,,,$ 109,$ 59,"October 1, 2015"
493,CO,Grand Lake,Grand,October 1,November 30,$ 120,$ 64,"October 1, 2015"
493,CO,Grand Lake,Grand,December 1,March 31,$ 196,$ 64,"October 1, 2015"
493,CO,Grand Lake,Grand,April 1,May 31,$ 104,$ 64,"October 1, 2015"
493,CO,Grand Lake,Grand,June 1,September 30,$ 120,$ 64,"October 1, 2015"
61,CO,Montrose,Montrose,October 1,May 31,$ 89,$ 64,"October 1, 2015"
61,CO,Montrose,Montrose,June 1,August 31,$ 94,$ 64,"October 1, 2015"
61,CO,Montrose,Montrose,September 1,September 30,$ 89,$ 64,"October 1, 2015"
63,CO,Silverthorne / Breckenridge,Summit,October 1,November 30,$ 106,$ 64,"October 1, 2015"
63,CO,Silverthorne / Breckenridge,Summit,December 1,March 31,$ 167,$ 64,"October 1, 2015"
63,CO,Silverthorne / Breckenridge,Summit,April 1,May 31,$ 97,$ 64,"October 1, 2015"
63,CO,Silverthorne / Breckenridge,Summit,June 1,September 30,$ 106,$ 64,"October 1, 2015"
64,CO,Steamboat Springs,Routt,October 1,November 30,$ 104,$ 74,"October 1, 2015"
64,CO,Steamboat Springs,Routt,December 1,March 31,$ 178,$ 74,"October 1, 2015"
64,CO,Steamboat Springs,Routt,April 1,May 31,$ 89,$ 74,"October 1, 2015"
64,CO,Steamboat Springs,Routt,June 1,September 30,$ 104,$ 74,"October 1, 2015"
65,CO,Telluride,San Miguel,October 1,November 30,$ 134,$ 74,"October 1, 2015"
65,CO,Telluride,San Miguel,December 1,March 31,$ 354,$ 74,"October 1, 2015"
65,CO,Telluride,San Miguel,April 1,May 31,$ 142,$ 74,"October 1, 2015"
65,CO,Telluride,San Miguel,June 1,August 31,$ 187,$ 74,"October 1, 2015"
65,CO,Telluride,San Miguel,September 1,September 30,$ 134,$ 74,"October 1, 2015"
66,CO,Vail,Eagle,October 1,November 30,$ 130,$ 74,"October 1, 2015"
66,CO,Vail,Eagle,December 1,March 31,$ 350,$ 74,"October 1, 2015"
66,CO,Vail,Eagle,April 1,June 30,$ 144,$ 74,"October 1, 2015"
66,CO,Vail,Eagle,July 1,August 31,$ 176,$ 74,"October 1, 2015"
66,CO,Vail,Eagle,September 1,September 30,$ 130,$ 74,"October 1, 2015"
67,CT,Bridgeport / Danbury,Fairfield,,,$ 129,$ 64,"October 1, 2015"
68,CT,Cromwell / Old Saybrook,Middlesex,,,$ 93,$ 64,"October 1, 2015"
69,CT,Hartford,Hartford,,,$ 117,$ 59,"October 1, 2015"
71,CT,New Haven,New Haven,,,$ 96,$ 64,"October 1, 2015"
72,CT,New London / Groton,New London,,,$ 98,$ 64,"October 1, 2015"
75,DC,District of Columbia,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",October 1,October 31,$ 222,$ 69,"October 1, 2015"
75,DC,District of Columbia,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",November 1,February 29,$ 179,$ 69,"October 1, 2015"
75,DC,District of Columbia,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",March 1,June 30,$ 226,$ 69,"October 1, 2015"
75,DC,District of Columbia,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",July 1,August 31,$ 174,$ 69,"October 1, 2015"
75,DC,District of Columbia,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",September 1,September 30,$ 222,$ 69,"October 1, 2015"
76,DE,Dover,Kent,October 1,April 30,$ 89,$ 54,"October 1, 2015"
76,DE,Dover,Kent,May 1,September 30,$ 104,$ 54,"October 1, 2015"
77,DE,Lewes,Sussex,October 1,June 30,$ 92,$ 59,"October 1, 2015"
77,DE,Lewes,Sussex,July 1,August 31,$ 148,$ 59,"October 1, 2015"
77,DE,Lewes,Sussex,September 1,September 30,$ 92,$ 59,"October 1, 2015"
78,DE,Wilmington,New Castle,,,$ 122,$ 54,"October 1, 2015"
99,FL,Boca Raton / Delray Beach / Jupiter,Palm Beach / Hendry,October 1,December 31,$ 101,$ 59,"October 1, 2015"
99,FL,Boca Raton / Delray Beach / Jupiter,Palm Beach / Hendry,January 1,April 30,$ 175,$ 59,"October 1, 2015"
99,FL,Boca Raton / Delray Beach / Jupiter,Palm Beach / Hendry,May 1,September 30,$ 101,$ 59,"October 1, 2015"
80,FL,Bradenton,Manatee,October 1,January 31,$ 89,$ 54,"October 1, 2015"
80,FL,Bradenton,Manatee,February 1,March 31,$ 142,$ 54,"October 1, 2015"
80,FL,Bradenton,Manatee,April 1,September 30,$ 89,$ 54,"October 1, 2015"
81,FL,Cocoa Beach,Brevard,October 1,January 31,$ 107,$ 64,"October 1, 2015"
81,FL,Cocoa Beach,Brevard,February 1,March 31,$ 130,$ 64,"October 1, 2015"
81,FL,Cocoa Beach,Brevard,April 1,September 30,$ 107,$ 64,"October 1, 2015"
82,FL,Daytona Beach,Volusia,October 1,January 31,$ 89,$ 59,"October 1, 2015"
82,FL,Daytona Beach,Volusia,February 1,March 31,$ 118,$ 59,"October 1, 2015"
82,FL,Daytona Beach,Volusia,April 1,July 31,$ 97,$ 59,"October 1, 2015"
82,FL,Daytona Beach,Volusia,August 1,September 30,$ 89,$ 59,"October 1, 2015"
84,FL,Fort Lauderdale,Broward,October 1,December 31,$ 141,$ 64,"October 1, 2015"
84,FL,Fort Lauderdale,Broward,January 1,March 31,$ 199,$ 64,"October 1, 2015"
84,FL,Fort Lauderdale,Broward,April 1,May 31,$ 144,$ 64,"October 1, 2015"
84,FL,Fort Lauderdale,Broward,June 1,September 30,$ 110,$ 64,"October 1, 2015"
85,FL,Fort Myers,Lee,October 1,December 31,$ 101,$ 59,"October 1, 2015"
85,FL,Fort Myers,Lee,January 1,April 30,$ 165,$ 59,"October 1, 2015"
85,FL,Fort Myers,Lee,May 1,September 30,$ 101,$ 59,"October 1, 2015"
83,FL,Fort Walton Beach / De Funiak Springs,Okaloosa / Walton,October 1,October 31,$ 132,$ 64,"October 1, 2015"
83,FL,Fort Walton Beach / De Funiak Springs,Okaloosa / Walton,November 1,February 29,$ 91,$ 64,"October 1, 2015"
83,FL,Fort Walton Beach / De Funiak Springs,Okaloosa / Walton,March 1,May 31,$ 148,$ 64,"October 1, 2015"
83,FL,Fort Walton Beach / De Funiak Springs,Okaloosa / Walton,June 1,July 31,$ 203,$ 64,"October 1, 2015"
83,FL,Fort Walton Beach / De Funiak Springs,Okaloosa / Walton,August 1,September 30,$ 132,$ 64,"October 1, 2015"
88,FL,Gainesville,Alachua,,,$ 98,$ 59,"October 1, 2015"
89,FL,Gulf Breeze,Santa Rosa,October 1,February 29,$ 89,$ 64,"October 1, 2015"
89,FL,Gulf Breeze,Santa Rosa,March 1,July 31,$ 105,$ 64,"October 1, 2015"
89,FL,Gulf Breeze,Santa Rosa,August 1,September 30,$ 89,$ 64,"October 1, 2015"
91,FL,Key West,Monroe,October 1,November 30,$ 200,$ 69,"October 1, 2015"
91,FL,Key West,Monroe,December 1,January 31,$ 265,$ 69,"October 1, 2015"
91,FL,Key West,Monroe,February 1,April 30,$ 307,$ 69,"October 1, 2015"
91,FL,Key West,Monroe,May 1,September 30,$ 194,$ 69,"October 1, 2015"
95,FL,Miami,Miami-Dade,October 1,November 30,$ 148,$ 64,"October 1, 2015"
95,FL,Miami,Miami-Dade,December 1,March 31,$ 212,$ 64,"October 1, 2015"
95,FL,Miami,Miami-Dade,April 1,May 31,$ 160,$ 64,"October 1, 2015"
95,FL,Miami,Miami-Dade,June 1,September 30,$ 124,$ 64,"October 1, 2015"
96,FL,Naples,Collier,October 1,December 31,$ 145,$ 64,"October 1, 2015"
96,FL,Naples,Collier,January 1,April 30,$ 236,$ 64,"October 1, 2015"
96,FL,Naples,Collier,May 1,September 30,$ 125,$ 64,"October 1, 2015"
98,FL,Orlando,Orange,October 1,March 31,$ 127,$ 59,"October 1, 2015"
98,FL,Orlando,Orange,April 1,September 30,$ 110,$ 59,"October 1, 2015"
100,FL,Panama City,Bay,October 1,February 29,$ 89,$ 59,"October 1, 2015"
100,FL,Panama City,Bay,March 1,May 31,$ 120,$ 59,"October 1, 2015"
100,FL,Panama City,Bay,June 1,July 31,$ 131,$ 59,"October 1, 2015"
100,FL,Panama City,Bay,August 1,September 30,$ 89,$ 59,"October 1, 2015"
101,FL,Pensacola ,Escambia,October 1,February 29,$ 100,$ 59,"October 1, 2015"
101,FL,Pensacola ,Escambia,March 1,May 31,$ 114,$ 59,"October 1, 2015"
101,FL,Pensacola ,Escambia,June 1,July 31,$ 140,$ 59,"October 1, 2015"
101,FL,Pensacola ,Escambia,August 1,September 30,$ 100,$ 59,"October 1, 2015"
102,FL,Punta Gorda,Charlotte,October 1,January 31,$ 89,$ 59,"October 1, 2015"
102,FL,Punta Gorda,Charlotte,February 1,March 31,$ 137,$ 59,"October 1, 2015"
102,FL,Punta Gorda,Charlotte,April 1,September 30,$ 89,$ 59,"October 1, 2015"
103,FL,Sarasota,Sarasota,October 1,November 30,$ 98,$ 59,"October 1, 2015"
103,FL,Sarasota,Sarasota,December 1,April 30,$ 141,$ 59,"October 1, 2015"
103,FL,Sarasota,Sarasota,May 1,September 30,$ 98,$ 59,"October 1, 2015"
104,FL,Sebring,Highlands,,,$ 92,$ 54,"October 1, 2015"
105,FL,St. Augustine,St. Johns,,,$ 118,$ 59,"October 1, 2015"
106,FL,Stuart,Martin,October 1,January 31,$ 91,$ 59,"October 1, 2015"
106,FL,Stuart,Martin,February 1,March 31,$ 135,$ 59,"October 1, 2015"
106,FL,Stuart,Martin,April 1,September 30,$ 91,$ 59,"October 1, 2015"
107,FL,Tallahassee,Leon,,,$ 98,$ 54,"October 1, 2015"
108,FL,Tampa / St. Petersburg,Pinellas / Hillsborough,October 1,December 31,$ 106,$ 54,"October 1, 2015"
108,FL,Tampa / St. Petersburg,Pinellas / Hillsborough,January 1,March 31,$ 133,$ 54,"October 1, 2015"
108,FL,Tampa / St. Petersburg,Pinellas / Hillsborough,April 1,September 30,$ 106,$ 54,"October 1, 2015"
109,FL,Vero Beach,Indian River,October 1,November 30,$ 125,$ 59,"October 1, 2015"
109,FL,Vero Beach,Indian River,December 1,April 30,$ 169,$ 59,"October 1, 2015"
109,FL,Vero Beach,Indian River,May 1,September 30,$ 125,$ 59,"October 1, 2015"
110,GA,Athens,Clarke,,,$ 93,$ 59,"October 1, 2015"
111,GA,Atlanta,Fulton / Dekalb / Cobb,,,$ 138,$ 69,"October 1, 2015"
413,GA,Augusta,Richmond,,,$ 97,$ 59,"October 1, 2015"
115,GA,Jekyll Island / Brunswick,Glynn,October 1,March 31,$ 118,$ 64,"October 1, 2015"
115,GA,Jekyll Island / Brunswick,Glynn,April 1,July 31,$ 157,$ 64,"October 1, 2015"
115,GA,Jekyll Island / Brunswick,Glynn,August 1,September 30,$ 118,$ 64,"October 1, 2015"
116,GA,Savannah,Chatham,October 1,February 29,$ 108,$ 59,"October 1, 2015"
116,GA,Savannah,Chatham,March 1,April 30,$ 123,$ 59,"October 1, 2015"
116,GA,Savannah,Chatham,May 1,September 30,$ 108,$ 59,"October 1, 2015"
117,IA,Cedar Rapids,Linn,,,$ 91,$ 54,"October 1, 2015"
476,IA,Dallas,Dallas,,,$ 117,$ 54,"October 1, 2015"
118,IA,Des Moines,Polk,,,$ 101,$ 59,"October 1, 2015"
466,ID,Bonner's Ferry / Sandpoint,Bonner / Boundary / Shoshone,October 1,May 31,$ 89,$ 64,"October 1, 2015"
466,ID,Bonner's Ferry / Sandpoint,Bonner / Boundary / Shoshone,June 1,September 30,$ 111,$ 64,"October 1, 2015"
120,ID,Coeur d'Alene,Kootenai,October 1,May 31,$ 89,$ 59,"October 1, 2015"
120,ID,Coeur d'Alene,Kootenai,June 1,August 31,$ 131,$ 59,"October 1, 2015"
120,ID,Coeur d'Alene,Kootenai,September 1,September 30,$ 89,$ 59,"October 1, 2015"
122,ID,Sun Valley / Ketchum,Blaine / Elmore,,,$ 104,$ 54,"October 1, 2015"
422,IL,Bolingbrook / Romeoville / Lemont,Will,,,$ 94,$ 54,"October 1, 2015"
123,IL,Chicago,Cook / Lake,October 1,November 30,$ 212,$ 74,"October 1, 2015"
123,IL,Chicago,Cook / Lake,December 1,February 29,$ 141,$ 74,"October 1, 2015"
123,IL,Chicago,Cook / Lake,March 1,April 30,$ 160,$ 74,"October 1, 2015"
123,IL,Chicago,Cook / Lake,May 1,August 31,$ 200,$ 74,"October 1, 2015"
123,IL,Chicago,Cook / Lake,September 1,September 30,$ 212,$ 74,"October 1, 2015"
462,IL,O'Fallon / Fairview Heights / Collinsville,Bond / Calhoun / Clinton / Jersey / Macoupin / Madison / Monroe / St. Clair,,,$ 125,$ 54,"October 1, 2015"
124,IL,Oak Brook Terrace,Dupage,,,$ 108,$ 59,"October 1, 2015"
127,IN,Bloomington ,Monroe,,,$ 104,$ 69,"October 1, 2015"
129,IN,Ft. Wayne,Allen,,,$ 90,$ 54,"October 1, 2015"
414,IN,Hammond / Munster / Merrillville,Lake,,,$ 94,$ 59,"October 1, 2015"
130,IN,Indianapolis / Carmel,Marion / Hamilton,,,$ 107,$ 54,"October 1, 2015"
131,IN,Lafayette / West Lafayette,Tippecanoe,,,$ 93,$ 54,"October 1, 2015"
134,IN,South Bend,St. Joseph,,,$ 92,$ 59,"October 1, 2015"
137,KS,Kansas City / Overland Park,Wyandotte / Johnson / Leavenworth,,,$ 112,$ 64,"October 1, 2015"
138,KS,Wichita,Sedgwick,,,$ 95,$ 59,"October 1, 2015"
139,KY,Boone,Boone,,,$ 92,$ 54,"October 1, 2015"
436,KY,Kenton,Kenton,,,$ 135,$ 69,"October 1, 2015"
140,KY,Lexington,Fayette,,,$ 102,$ 54,"October 1, 2015"
141,KY,Louisville,Jefferson,October 1,January 31,$ 111,$ 59,"October 1, 2015"
141,KY,Louisville,Jefferson,February 1,May 31,$ 127,$ 59,"October 1, 2015"
141,KY,Louisville,Jefferson,June 1,September 30,$ 111,$ 59,"October 1, 2015"
478,LA,Alexandria / Leesville / Natchitoches,Allen / Jefferson Davis / Natchitoches / Rapides / Vernon Parishes,,,$ 97,$ 64,"October 1, 2015"
142,LA,Baton Rouge,East Baton Rouge Parish,,,$ 98,$ 59,"October 1, 2015"
144,LA,New Orleans,Orleans / St. Bernard / Jefferson / Plaquemine Parishes,October 1,December 31,$ 153,$ 64,"October 1, 2015"
144,LA,New Orleans,Orleans / St. Bernard / Jefferson / Plaquemine Parishes,January 1,April 30,$ 160,$ 64,"October 1, 2015"
144,LA,New Orleans,Orleans / St. Bernard / Jefferson / Plaquemine Parishes,May 1,September 30,$ 122,$ 64,"October 1, 2015"
147,MA,Andover,Essex,,,$ 107,$ 59,"October 1, 2015"
148,MA,Boston / Cambridge,"Suffolk, city of Cambridge",October 1,October 31,$ 275,$ 69,"October 1, 2015"
148,MA,Boston / Cambridge,"Suffolk, city of Cambridge",November 1,March 31,$ 198,$ 69,"October 1, 2015"
148,MA,Boston / Cambridge,"Suffolk, city of Cambridge",April 1,June 30,$ 247,$ 69,"October 1, 2015"
148,MA,Boston / Cambridge,"Suffolk, city of Cambridge",July 1,August 31,$ 233,$ 69,"October 1, 2015"
148,MA,Boston / Cambridge,"Suffolk, city of Cambridge",September 1,September 30,$ 275,$ 69,"October 1, 2015"
149,MA,Burlington / Woburn,Middlesex less the city of Cambridge,,,$ 136,$ 64,"October 1, 2015"
150,MA,Falmouth,City limits of Falmouth,October 1,June 30,$ 116,$ 64,"October 1, 2015"
150,MA,Falmouth,City limits of Falmouth,July 1,August 31,$ 199,$ 64,"October 1, 2015"
150,MA,Falmouth,City limits of Falmouth,September 1,September 30,$ 116,$ 64,"October 1, 2015"
151,MA,Hyannis,Barnstable less the city of Falmouth,October 1,June 30,$ 102,$ 64,"October 1, 2015"
151,MA,Hyannis,Barnstable less the city of Falmouth,July 1,August 31,$ 161,$ 64,"October 1, 2015"
151,MA,Hyannis,Barnstable less the city of Falmouth,September 1,September 30,$ 102,$ 64,"October 1, 2015"
152,MA,Martha's Vineyard,Dukes,October 1,May 31,$ 126,$ 74,"October 1, 2015"
152,MA,Martha's Vineyard,Dukes,June 1,September 30,$ 276,$ 74,"October 1, 2015"
153,MA,Nantucket,Nantucket,October 1,December 31,$ 163,$ 74,"October 1, 2015"
