STATE,DESTINATION,COUNTY/LOCATION DEFINED,SEASON BEGIN,SEASON END,Lodging Rate,M&IE,Effective Date
WA,Ocean Shores,Grays Harbor,July 1,August 31,$123,$69,"October 1, 2016"
WA,Ocean Shores,Grays Harbor,September 1,September 30,$94,$69,"October 1, 2016"
WA,Olympia / Tumwater,Thurston,,,$103,$69,"October 1, 2016"
WA,Port Angeles / Port Townsend,Clallam / Jefferson,October 1,June 30,$102,$74,"October 1, 2016"
WA,Port Angeles / Port Townsend,Clallam / Jefferson,July 1,August 31,$144,$74,"October 1, 2016"
WA,Port Angeles / Port Townsend,Clallam / Jefferson,September 1,September 30,$102,$74,"October 1, 2016"
WA,Richland / Pasco,Benton / Franklin,,,$96,$59,"October 1, 2016"
WA,Seattle,King,October 1,October 31,$205,$74,"October 1, 2016"
WA,Seattle,King,November 1,May 31,$167,$74,"October 1, 2016"
WA,Seattle,King,June 1,August 31,$240,$74,"October 1, 2016"
WA,Seattle,King,September 1,September 30,$205,$74,"October 1, 2016"
WA,Spokane,Spokane,,,$99,$64,"October 1, 2016"
WA,Tacoma,Pierce,,,$120,$64,"October 1, 2016"
WA,Vancouver,Clark / Cowlitz / Skamania,,,$169,$64,"October 1, 2016"
WI,Appleton,Outagamie,,,$97,$64,"October 1, 2016"
WI,Brookfield / Racine,Waukesha / Racine,,,$100,$59,"October 1, 2016"
WI,Madison,Dane,,,$115,$59,"October 1, 2016"
WI,Milwaukee,Milwaukee,,,$119,$64,"October 1, 2016"
WI,Sheboygan,Sheboygan ,,,$94,$59,"October 1, 2016"
WI,Sturgeon Bay,Door,October 1,June 30,$91,$54,"October 1, 2016"
WI,Sturgeon Bay,Door,July 1,August 31,$96,$54,"October 1, 2016"
WI,Sturgeon Bay,Door,September 1,September 30,$91,$54,"October 1, 2016"
WI,Wisconsin Dells,Columbia,October 1,May 31,$101,$59,"October 1, 2016"
WI,Wisconsin Dells,Columbia,June 1,September 30,$127,$59,"October 1, 2016"
WV,Charleston,Kanawha,,,$107,$54,"October 1, 2016"
WV,Morgantown,Monongalia,,,$105,$54,"October 1, 2016"
WV,Wheeling,Ohio,,,$115,$54,"October 1, 2016"
WY,Cody,Park,October 1,May 31,$108,$64,"October 1, 2016"
WY,Cody,Park,June 1,September 30,$148,$64,"October 1, 2016"
WY,Evanston / Rock Springs,Sweetwater / Uinta,,,$100,$59,"October 1, 2016"
WY,Gillette,Campbell,October 1,May 31,$95,$59,"October 1, 2016"
WY,Gillette,Campbell,June 1,August 31,$111,$59,"October 1, 2016"
WY,Gillette,Campbell,September 1,September 30,$95,$59,"October 1, 2016"
WY,Jackson / Pinedale,Teton / Sublette,October 1,June 30,$141,$74,"October 1, 2016"
WY,Jackson / Pinedale,Teton / Sublette,July 1,August 31,$217,$74,"October 1, 2016"
WY,Jackson / Pinedale,Teton / Sublette,September 1,September 30,$141,$74,"October 1, 2016"
