ID,STATE,DESTINATION,COUNTY/LOCATION DEFINED,SEASON BEGIN,SEASON END,Lodging Rate,M&IE,Effective Date
35,CA,San Francisco,San Francisco,January 1,March 31,$ 333,$ 79,"October 1, 2021"
35,CA,San Francisco,San Francisco,April 1,August 31,$ 270,$ 79,"October 1, 2021"
35,CA,San Francisco,San Francisco,September 1,September 30,$ 288,$ 79,"October 1, 2021"
36,CA,San Luis Obispo,San Luis Obispo,,,$ 124,$ 74,"October 1, 2021"
37,CA,San Mateo / Foster City / Belmont,San Mateo,,,$ 222,$ 74,"October 1, 2021"
38,CA,Santa Barbara,Santa Barbara,October 1,June 30,$ 177,$ 74,"October 1, 2021"
38,CA,Santa Barbara,Santa Barbara,July 1,August 31,$ 228,$ 74,"October 1, 2021"
38,CA,Santa Barbara,Santa Barbara,September 1,September 30,$ 177,$ 74,"October 1, 2021"
39,CA,Santa Cruz,Santa Cruz,October 1,May 31,$ 128,$ 69,"October 1, 2021"
39,CA,Santa Cruz,Santa Cruz,June 1,August 31,$ 172,$ 69,"October 1, 2021"
39,CA,Santa Cruz,Santa Cruz,September 1,September 30,$ 128,$ 69,"October 1, 2021"
40,CA,Santa Monica ,City limits of Santa Monica,October 1,May 31,$ 239,$ 79,"October 1, 2021"
40,CA,Santa Monica ,City limits of Santa Monica,June 1,August 31,$ 284,$ 79,"October 1, 2021"
40,CA,Santa Monica ,City limits of Santa Monica,September 1,September 30,$ 239,$ 79,"October 1, 2021"
41,CA,Santa Rosa,Sonoma,,,$ 157,$ 74,"October 1, 2021"
42,CA,South Lake Tahoe,El Dorado,October 1,December 31,$ 135,$ 74,"October 1, 2021"
42,CA,South Lake Tahoe,El Dorado,January 1,June 30,$ 120,$ 74,"October 1, 2021"
42,CA,South Lake Tahoe,El Dorado,July 1,September 30,$ 135,$ 74,"October 1, 2021"
43,CA,Stockton ,San Joaquin,,,$ 140,$ 74,"October 1, 2021"
44,CA,Sunnyvale / Palo Alto / San Jose,Santa Clara,,,$ 245,$ 74,"October 1, 2021"
45,CA,Tahoe City,Placer,,,$ 124,$ 74,"October 1, 2021"
46,CA,Truckee,Nevada ,,,$ 126,$ 79,"October 1, 2021"
47,CA,Visalia,Tulare,,,$ 113,$ 69,"October 1, 2021"
48,CA,West Sacramento / Davis,Yolo,,,$ 133,$ 69,"October 1, 2021"
49,CA,Yosemite National Park,Mariposa,October 1,November 30,$ 120,$ 79,"October 1, 2021"
49,CA,Yosemite National Park,Mariposa,December 1,August 31,$ 136,$ 79,"October 1, 2021"
49,CA,Yosemite National Park,Mariposa,September 1,September 30,$ 120,$ 79,"October 1, 2021"
50,CO,Aspen,Pitkin,October 1,November 30,$ 188,$ 79,"October 1, 2021"
50,CO,Aspen,Pitkin,December 1,March 31,$ 375,$ 79,"October 1, 2021"
50,CO,Aspen,Pitkin,April 1,May 31,$ 147,$ 79,"October 1, 2021"
50,CO,Aspen,Pitkin,June 1,September 30,$ 188,$ 79,"October 1, 2021"
52,CO,Boulder / Broomfield,Boulder / Broomfield,October 1,April 30,$ 128,$ 69,"October 1, 2021"
52,CO,Boulder / Broomfield,Boulder / Broomfield,May 1,August 31,$ 160,$ 69,"October 1, 2021"
52,CO,Boulder / Broomfield,Boulder / Broomfield,September 1,September 30,$ 128,$ 69,"October 1, 2021"
53,CO,Colorado Springs,El Paso,October 1,May 31,$ 112,$ 69,"October 1, 2021"
53,CO,Colorado Springs,El Paso,June 1,August 31,$ 147,$ 69,"October 1, 2021"
53,CO,Colorado Springs,El Paso,September 1,September 30,$ 112,$ 69,"October 1, 2021"
54,CO,Cortez,Montezuma,October 1,May 31,$ 96,$ 64,"October 1, 2021"
54,CO,Cortez,Montezuma,June 1,September 30,$ 122,$ 64,"October 1, 2021"
55,CO,Crested Butte / Gunnison,Gunnison,October 1,November 30,$ 126,$ 74,"October 1, 2021"
55,CO,Crested Butte / Gunnison,Gunnison,December 1,March 31,$ 175,$ 74,"October 1, 2021"
55,CO,Crested Butte / Gunnison,Gunnison,April 1,May 31,$ 106,$ 74,"October 1, 2021"
55,CO,Crested Butte / Gunnison,Gunnison,June 1,September 30,$ 126,$ 74,"October 1, 2021"
56,CO,Denver / Aurora,Denver / Adams / Arapahoe / Jefferson,October 1,October 31,$ 199,$ 79,"October 1, 2021"
56,CO,Denver / Aurora,Denver / Adams / Arapahoe / Jefferson,November 1,December 31,$ 153,$ 79,"October 1, 2021"
56,CO,Denver / Aurora,Denver / Adams / Arapahoe / Jefferson,January 1,March 31,$ 162,$ 79,"October 1, 2021"
56,CO,Denver / Aurora,Denver / Adams / Arapahoe / Jefferson,April 1,September 30,$ 199,$ 79,"October 1, 2021"
427,CO,Douglas ,Douglas,October 1,May 31,$ 115,$ 69,"October 1, 2021"
427,CO,Douglas ,Douglas,June 1,August 31,$ 140,$ 69,"October 1, 2021"
427,CO,Douglas ,Douglas,September 1,September 30,$ 115,$ 69,"October 1, 2021"
57,CO,Durango,La Plata,October 1,May 31,$ 102,$ 74,"October 1, 2021"
57,CO,Durango,La Plata,June 1,September 30,$ 151,$ 74,"October 1, 2021"
58,CO,Fort Collins / Loveland,Larimer,,,$ 113,$ 69,"October 1, 2021"
493,CO,Grand Lake,Grand,October 1,November 30,$ 138,$ 79,"October 1, 2021"
493,CO,Grand Lake,Grand,December 1,March 31,$ 217,$ 79,"October 1, 2021"
493,CO,Grand Lake,Grand,April 1,May 31,$ 114,$ 79,"October 1, 2021"
493,CO,Grand Lake,Grand,June 1,September 30,$ 138,$ 79,"October 1, 2021"
61,CO,Montrose,Montrose,October 1,May 31,$ 99,$ 69,"October 1, 2021"
61,CO,Montrose,Montrose,June 1,August 31,$ 113,$ 69,"October 1, 2021"
61,CO,Montrose,Montrose,September 1,September 30,$ 99,$ 69,"October 1, 2021"
63,CO,Silverthorne / Breckenridge,Summit,October 1,November 30,$ 152,$ 79,"October 1, 2021"
63,CO,Silverthorne / Breckenridge,Summit,December 1,March 31,$ 250,$ 79,"October 1, 2021"
63,CO,Silverthorne / Breckenridge,Summit,April 1,May 31,$ 119,$ 79,"October 1, 2021"
63,CO,Silverthorne / Breckenridge,Summit,June 1,September 30,$ 152,$ 79,"October 1, 2021"
64,CO,Steamboat Springs,Routt,October 1,November 30,$ 115,$ 79,"October 1, 2021"
64,CO,Steamboat Springs,Routt,December 1,March 31,$ 129,$ 79,"October 1, 2021"
64,CO,Steamboat Springs,Routt,April 1,May 31,$ 96,$ 79,"October 1, 2021"
64,CO,Steamboat Springs,Routt,June 1,September 30,$ 115,$ 79,"October 1, 2021"
65,CO,Telluride,San Miguel,October 1,November 30,$ 197,$ 79,"October 1, 2021"
65,CO,Telluride,San Miguel,December 1,March 31,$ 418,$ 79,"October 1, 2021"
65,CO,Telluride,San Miguel,April 1,September 30,$ 197,$ 79,"October 1, 2021"
66,CO,Vail,Eagle,October 1,November 30,$ 179,$ 79,"October 1, 2021"
66,CO,Vail,Eagle,December 1,March 31,$ 397,$ 79,"October 1, 2021"
66,CO,Vail,Eagle,April 1,September 30,$ 179,$ 79,"October 1, 2021"
67,CT,Bridgeport / Danbury,Fairfield,,,$ 125,$ 69,"October 1, 2021"
68,CT,Cromwell / Old Saybrook,Middlesex,,,$ 97,$ 64,"October 1, 2021"
69,CT,Hartford,Hartford,,,$ 132,$ 69,"October 1, 2021"
71,CT,New Haven,New Haven,,,$ 114,$ 69,"October 1, 2021"
72,CT,New London / Groton,New London,,,$ 104,$ 69,"October 1, 2021"
75,DC,District of Columbia,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",October 1,October 31,$ 257,$ 79,"October 1, 2021"
75,DC,District of Columbia,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",November 1,February 28,$ 188,$ 79,"October 1, 2021"
75,DC,District of Columbia,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",March 1,June 30,$ 258,$ 79,"October 1, 2021"
75,DC,District of Columbia,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",July 1,August 31,$ 172,$ 79,"October 1, 2021"
75,DC,District of Columbia,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",September 1,September 30,$ 257,$ 79,"October 1, 2021"
77,DE,Lewes,Sussex,October 1,April 30,$ 96,$ 64,"October 1, 2021"
77,DE,Lewes,Sussex,May 1,June 30,$ 138,$ 64,"October 1, 2021"
77,DE,Lewes,Sussex,July 1,August 31,$ 200,$ 64,"October 1, 2021"
77,DE,Lewes,Sussex,September 1,September 30,$ 96,$ 64,"October 1, 2021"
78,DE,Wilmington,New Castle,,,$ 131,$ 64,"October 1, 2021"
99,FL,Boca Raton / Delray Beach / Jupiter,Palm Beach / Hendry,October 1,November 30,$ 121,$ 69,"October 1, 2021"
99,FL,Boca Raton / Delray Beach / Jupiter,Palm Beach / Hendry,December 1,April 30,$ 205,$ 69,"October 1, 2021"
99,FL,Boca Raton / Delray Beach / Jupiter,Palm Beach / Hendry,May 1,September 30,$ 121,$ 69,"October 1, 2021"
80,FL,Bradenton,Manatee,October 1,November 30,$ 96,$ 64,"October 1, 2021"
80,FL,Bradenton,Manatee,December 1,January 31,$ 111,$ 64,"October 1, 2021"
80,FL,Bradenton,Manatee,February 1,March 31,$ 150,$ 64,"October 1, 2021"
80,FL,Bradenton,Manatee,April 1,September 30,$ 96,$ 64,"October 1, 2021"
81,FL,Cocoa Beach,Brevard,October 1,January 31,$ 141,$ 74,"October 1, 2021"
81,FL,Cocoa Beach,Brevard,February 1,March 31,$ 171,$ 74,"October 1, 2021"
81,FL,Cocoa Beach,Brevard,April 1,September 30,$ 141,$ 74,"October 1, 2021"
82,FL,Daytona Beach,Volusia,October 1,January 31,$ 96,$ 69,"October 1, 2021"
82,FL,Daytona Beach,Volusia,February 1,March 31,$ 130,$ 69,"October 1, 2021"
82,FL,Daytona Beach,Volusia,April 1,July 31,$ 114,$ 69,"October 1, 2021"
82,FL,Daytona Beach,Volusia,August 1,September 30,$ 96,$ 69,"October 1, 2021"
84,FL,Fort Lauderdale,Broward,October 1,December 31,$ 151,$ 69,"October 1, 2021"
84,FL,Fort Lauderdale,Broward,January 1,April 30,$ 204,$ 69,"October 1, 2021"
84,FL,Fort Lauderdale,Broward,May 1,September 30,$ 123,$ 69,"October 1, 2021"
85,FL,Fort Myers,Lee,October 1,January 31,$ 117,$ 64,"October 1, 2021"
85,FL,Fort Myers,Lee,February 1,March 31,$ 208,$ 64,"October 1, 2021"
85,FL,Fort Myers,Lee,April 1,September 30,$ 117,$ 64,"October 1, 2021"
83,FL,Fort Walton Beach / De Funiak Springs,Okaloosa / Walton,October 1,October 31,$ 142,$ 69,"October 1, 2021"
83,FL,Fort Walton Beach / De Funiak Springs,Okaloosa / Walton,November 1,February 28,$ 96,$ 69,"October 1, 2021"
83,FL,Fort Walton Beach / De Funiak Springs,Okaloosa / Walton,March 1,May 31,$ 166,$ 69,"October 1, 2021"
83,FL,Fort Walton Beach / De Funiak Springs,Okaloosa / Walton,June 1,July 31,$ 238,$ 69,"October 1, 2021"
83,FL,Fort Walton Beach / De Funiak Springs,Okaloosa / Walton,August 1,September 30,$ 142,$ 69,"October 1, 2021"
89,FL,Gulf Breeze,Santa Rosa,October 1,February 28,$ 100,$ 59,"October 1, 2021"
89,FL,Gulf Breeze,Santa Rosa,March 1,May 31,$ 129,$ 59,"October 1, 2021"
89,FL,Gulf Breeze,Santa Rosa,June 1,July 31,$ 177,$ 59,"October 1, 2021"
89,FL,Gulf Breeze,Santa Rosa,August 1,September 30,$ 100,$ 59,"October 1, 2021"
91,FL,Key West,Monroe,October 1,November 30,$ 207,$ 69,"October 1, 2021"
91,FL,Key West,Monroe,December 1,April 30,$ 304,$ 69,"October 1, 2021"
91,FL,Key West,Monroe,May 1,July 31,$ 208,$ 69,"October 1, 2021"
91,FL,Key West,Monroe,August 1,September 30,$ 172,$ 69,"October 1, 2021"
95,FL,Miami,Miami-Dade,October 1,November 30,$ 127,$ 69,"October 1, 2021"
95,FL,Miami,Miami-Dade,December 1,March 31,$ 192,$ 69,"October 1, 2021"
95,FL,Miami,Miami-Dade,April 1,May 31,$ 150,$ 69,"October 1, 2021"
95,FL,Miami,Miami-Dade,June 1,September 30,$ 115,$ 69,"October 1, 2021"
96,FL,Naples,Collier,October 1,November 30,$ 121,$ 69,"October 1, 2021"
96,FL,Naples,Collier,December 1,January 31,$ 194,$ 69,"October 1, 2021"
96,FL,Naples,Collier,February 1,April 30,$ 235,$ 69,"October 1, 2021"
96,FL,Naples,Collier,May 1,September 30,$ 121,$ 69,"October 1, 2021"
98,FL,Orlando,Orange,October 1,December 31,$ 129,$ 69,"October 1, 2021"
98,FL,Orlando,Orange,January 1,March 31,$ 153,$ 69,"October 1, 2021"
98,FL,Orlando,Orange,April 1,September 30,$ 129,$ 69,"October 1, 2021"
100,FL,Panama City,Bay,October 1,February 28,$ 146,$ 64,"October 1, 2021"
100,FL,Panama City,Bay,March 1,May 31,$ 165,$ 64,"October 1, 2021"
100,FL,Panama City,Bay,June 1,September 30,$ 146,$ 64,"October 1, 2021"
101,FL,Pensacola ,Escambia,October 1,February 28,$ 109,$ 64,"October 1, 2021"
101,FL,Pensacola ,Escambia,March 1,May 31,$ 134,$ 64,"October 1, 2021"
101,FL,Pensacola ,Escambia,June 1,July 31,$ 170,$ 64,"October 1, 2021"
101,FL,Pensacola ,Escambia,August 1,September 30,$ 109,$ 64,"October 1, 2021"
102,FL,Punta Gorda,Charlotte,October 1,January 31,$ 96,$ 64,"October 1, 2021"
102,FL,Punta Gorda,Charlotte,February 1,March 31,$ 163,$ 64,"October 1, 2021"
102,FL,Punta Gorda,Charlotte,April 1,September 30,$ 96,$ 64,"October 1, 2021"
103,FL,Sarasota,Sarasota,October 1,January 31,$ 103,$ 69,"October 1, 2021"
103,FL,Sarasota,Sarasota,February 1,April 30,$ 154,$ 69,"October 1, 2021"
103,FL,Sarasota,Sarasota,May 1,September 30,$ 103,$ 69,"October 1, 2021"
104,FL,Sebring,Highlands,October 1,January 31,$ 96,$ 64,"October 1, 2021"
104,FL,Sebring,Highlands,February 1,March 31,$ 159,$ 64,"October 1, 2021"
104,FL,Sebring,Highlands,April 1,September 30,$ 96,$ 64,"October 1, 2021"
105,FL,St. Augustine,St. Johns,,,$ 133,$ 69,"October 1, 2021"
106,FL,Stuart,Martin,October 1,January 31,$ 111,$ 69,"October 1, 2021"
106,FL,Stuart,Martin,February 1,March 31,$ 169,$ 69,"October 1, 2021"
106,FL,Stuart,Martin,April 1,September 30,$ 111,$ 69,"October 1, 2021"
107,FL,Tallahassee,Leon,October 1,December 31,$ 111,$ 64,"October 1, 2021"
107,FL,Tallahassee,Leon,January 1,March 31,$ 148,$ 64,"October 1, 2021"
107,FL,Tallahassee,Leon,April 1,September 30,$ 111,$ 64,"October 1, 2021"
108,FL,Tampa / St. Petersburg,Pinellas / Hillsborough,October 1,December 31,$ 124,$ 69,"October 1, 2021"
108,FL,Tampa / St. Petersburg,Pinellas / Hillsborough,January 1,April 30,$ 163,$ 69,"October 1, 2021"
108,FL,Tampa / St. Petersburg,Pinellas / Hillsborough,May 1,September 30,$ 124,$ 69,"October 1, 2021"
109,FL,Vero Beach,Indian River,October 1,November 30,$ 131,$ 69,"October 1, 2021"
109,FL,Vero Beach,Indian River,December 1,April 30,$ 188,$ 69,"October 1, 2021"
109,FL,Vero Beach,Indian River,May 1,September 30,$ 131,$ 69,"October 1, 2021"
110,GA,Athens,Clarke,,,$ 107,$ 59,"October 1, 2021"
111,GA,Atlanta,Fulton / Dekalb,,,$ 163,$ 74,"October 1, 2021"
413,GA,Augusta,Richmond,,,$ 107,$ 59,"October 1, 2021"
115,GA,Jekyll Island / Brunswick,Glynn,October 1,February 28,$ 143,$ 79,"October 1, 2021"
115,GA,Jekyll Island / Brunswick,Glynn,March 1,July 31,$ 190,$ 79,"October 1, 2021"
115,GA,Jekyll Island / Brunswick,Glynn,August 1,September 30,$ 143,$ 79,"October 1, 2021"
494,GA,Marietta,Cobb,,,$ 121,$ 64,"October 1, 2021"
116,GA,Savannah,Chatham,October 1,February 28,$ 120,$ 69,"October 1, 2021"
116,GA,Savannah,Chatham,March 1,April 30,$ 138,$ 69,"October 1, 2021"
116,GA,Savannah,Chatham,May 1,September 30,$ 120,$ 69,"October 1, 2021"
476,IA,Dallas,Dallas,October 1,December 31,$ 105,$ 69,"October 1, 2021"
476,IA,Dallas,Dallas,January 1,August 31,$ 111,$ 69,"October 1, 2021"
476,IA,Dallas,Dallas,September 1,September 30,$ 105,$ 69,"October 1, 2021"
118,IA,Des Moines,Polk,,,$ 111,$ 64,"October 1, 2021"
495,ID,Boise,Ada,,,$ 147,$ 74,"October 1, 2021"
120,ID,Coeur d'Alene,Kootenai,October 1,May 31,$ 96,$ 64,"October 1, 2021"
120,ID,Coeur d'Alene,Kootenai,June 1,August 31,$ 146,$ 64,"October 1, 2021"
120,ID,Coeur d'Alene,Kootenai,September 1,September 30,$ 96,$ 64,"October 1, 2021"
122,ID,Sun Valley / Ketchum,Blaine / Elmore,October 1,May 31,$ 108,$ 74,"October 1, 2021"
122,ID,Sun Valley / Ketchum,Blaine / Elmore,June 1,September 30,$ 138,$ 74,"October 1, 2021"
422,IL,Bolingbrook / Romeoville / Lemont,Will,,,$ 105,$ 64,"October 1, 2021"
123,IL,Chicago,Cook / Lake,October 1,November 30,$ 218,$ 79,"October 1, 2021"
123,IL,Chicago,Cook / Lake,December 1,March 31,$ 134,$ 79,"October 1, 2021"
123,IL,Chicago,Cook / Lake,April 1,June 30,$ 216,$ 79,"October 1, 2021"
123,IL,Chicago,Cook / Lake,July 1,August 31,$ 187,$ 79,"October 1, 2021"
123,IL,Chicago,Cook / Lake,September 1,September 30,$ 218,$ 79,"October 1, 2021"
462,IL,East St. Louis / O'Fallon / Fairview Heights,St. Clair,,,$ 141,$ 64,"October 1, 2021"
124,IL,Oak Brook Terrace,DuPage,,,$ 114,$ 64,"October 1, 2021"
127,IN,Bloomington ,Monroe,October 1,April 30,$ 96,$ 64,"October 1, 2021"
127,IN,Bloomington ,Monroe,May 1,August 31,$ 106,$ 64,"October 1, 2021"
127,IN,Bloomington ,Monroe,September 1,September 30,$ 96,$ 64,"October 1, 2021"
129,IN,Ft. Wayne,Allen,,,$ 108,$ 64,"October 1, 2021"
414,IN,Hammond / Munster / Merrillville,Lake,,,$ 102,$ 64,"October 1, 2021"
130,IN,Indianapolis / Carmel,Marion / Hamilton,,,$ 127,$ 69,"October 1, 2021"
131,IN,Lafayette / West Lafayette,Tippecanoe,October 1,July 31,$ 100,$ 64,"October 1, 2021"
131,IN,Lafayette / West Lafayette,Tippecanoe,August 1,September 30,$ 118,$ 64,"October 1, 2021"
137,KS,Kansas City / Overland Park,Wyandotte / Johnson / Leavenworth,,,$ 123,$ 64,"October 1, 2021"
138,KS,Wichita,Sedgwick,,,$ 103,$ 64,"October 1, 2021"
139,KY,Boone,Boone,,,$ 114,$ 64,"October 1, 2021"
436,KY,Kenton,Kenton,,,$ 151,$ 74,"October 1, 2021"
140,KY,Lexington,Fayette,,,$ 110,$ 64,"October 1, 2021"
141,KY,Louisville,Jefferson,October 1,October 31,$ 131,$ 64,"October 1, 2021"
141,KY,Louisville,Jefferson,November 1,January 31,$ 113,$ 64,"October 1, 2021"
141,KY,Louisville,Jefferson,February 1,May 31,$ 139,$ 64,"October 1, 2021"
141,KY,Louisville,Jefferson,June 1,September 30,$ 131,$ 64,"October 1, 2021"
478,LA,Alexandria / Leesville / Natchitoches,Allen / Jefferson Davis / Natchitoches / Rapides / Vernon Parishes,,,$ 99,$ 64,"October 1, 2021"
142,LA,Baton Rouge,East Baton Rouge Parish,,,$ 99,$ 69,"October 1, 2021"
144,LA,New Orleans,Orleans / Jefferson Parishes,October 1,December 31,$ 136,$ 74,"October 1, 2021"
144,LA,New Orleans,Orleans / Jefferson Parishes,January 1,May 31,$ 158,$ 74,"October 1, 2021"
144,LA,New Orleans,Orleans / Jefferson Parishes,June 1,September 30,$ 136,$ 74,"October 1, 2021"
147,MA,Andover,Essex,,,$ 123,$ 64,"October 1, 2021"
148,MA,Boston / Cambridge,"Suffolk, city of Cambridge",October 1,October 31,$ 309,$ 79,"October 1, 2021"
148,MA,Boston / Cambridge,"Suffolk, city of Cambridge",November 1,February 28,$ 185,$ 79,"October 1, 2021"
148,MA,Boston / Cambridge,"Suffolk, city of Cambridge",March 1,June 30,$ 281,$ 79,"October 1, 2021"
148,MA,Boston / Cambridge,"Suffolk, city of Cambridge",July 1,August 31,$ 264,$ 79,"October 1, 2021"
148,MA,Boston / Cambridge,"Suffolk, city of Cambridge",September 1,September 30,$ 309,$ 79,"October 1, 2021"
149,MA,Burlington / Woburn,Middlesex less the city of Cambridge,October 1,October 31,$ 168,$ 69,"October 1, 2021"
