ID,STATE,DESTINATION,COUNTY/LOCATION DEFINED,SEASON BEGIN,SEASON END,Lodging Rate,M&IE,Effective Date
26,CA,Monterey,Monterey,October 1,May 31,$ 166,$ 74,"October 1, 2022"
26,CA,Monterey,Monterey,June 1,August 31,$ 240,$ 74,"October 1, 2022"
26,CA,Monterey,Monterey,September 1,September 30,$ 166,$ 74,"October 1, 2022"
27,CA,Napa,Napa,October 1,November 30,$ 231,$ 79,"October 1, 2022"
27,CA,Napa,Napa,December 1,February 28,$ 189,$ 79,"October 1, 2022"
27,CA,Napa,Napa,March 1,September 30,$ 231,$ 79,"October 1, 2022"
28,CA,Oakhurst,Madera ,October 1,April 30,$ 111,$ 69,"October 1, 2022"
28,CA,Oakhurst,Madera ,May 1,September 30,$ 139,$ 69,"October 1, 2022"
29,CA,Oakland,Alameda,,,$ 189,$ 74,"October 1, 2022"
30,CA,Palm Springs,Riverside,October 1,April 30,$ 165,$ 69,"October 1, 2022"
30,CA,Palm Springs,Riverside,May 1,September 30,$ 126,$ 69,"October 1, 2022"
31,CA,Point Arena / Gualala,Mendocino,,,$ 133,$ 79,"October 1, 2022"
33,CA,Sacramento,Sacramento,,,$ 145,$ 69,"October 1, 2022"
34,CA,San Diego,San Diego,October 1,January 31,$ 161,$ 74,"October 1, 2022"
34,CA,San Diego,San Diego,February 1,May 31,$ 181,$ 74,"October 1, 2022"
34,CA,San Diego,San Diego,June 1,August 31,$ 186,$ 74,"October 1, 2022"
34,CA,San Diego,San Diego,September 1,September 30,$ 161,$ 74,"October 1, 2022"
35,CA,San Francisco,San Francisco,October 1,December 31,$ 288,$ 79,"October 1, 2022"
35,CA,San Francisco,San Francisco,January 1,March 31,$ 333,$ 79,"October 1, 2022"
35,CA,San Francisco,San Francisco,April 1,August 31,$ 270,$ 79,"October 1, 2022"
35,CA,San Francisco,San Francisco,September 1,September 30,$ 288,$ 79,"October 1, 2022"
36,CA,San Luis Obispo,San Luis Obispo,October 1,May 31,$ 149,$ 74,"October 1, 2022"
36,CA,San Luis Obispo,San Luis Obispo,June 1,August 31,$ 191,$ 74,"October 1, 2022"
36,CA,San Luis Obispo,San Luis Obispo,September 1,September 30,$ 149,$ 74,"October 1, 2022"
37,CA,San Mateo / Foster City / Belmont,San Mateo,,,$ 222,$ 74,"October 1, 2022"
38,CA,Santa Barbara,Santa Barbara,October 1,June 30,$ 214,$ 74,"October 1, 2022"
38,CA,Santa Barbara,Santa Barbara,July 1,August 31,$ 289,$ 74,"October 1, 2022"
38,CA,Santa Barbara,Santa Barbara,September 1,September 30,$ 214,$ 74,"October 1, 2022"
39,CA,Santa Cruz,Santa Cruz,October 1,May 31,$ 128,$ 69,"October 1, 2022"
39,CA,Santa Cruz,Santa Cruz,June 1,August 31,$ 172,$ 69,"October 1, 2022"
39,CA,Santa Cruz,Santa Cruz,September 1,September 30,$ 128,$ 69,"October 1, 2022"
40,CA,Santa Monica ,City limits of Santa Monica,October 1,May 31,$ 239,$ 79,"October 1, 2022"
40,CA,Santa Monica ,City limits of Santa Monica,June 1,August 31,$ 284,$ 79,"October 1, 2022"
40,CA,Santa Monica ,City limits of Santa Monica,September 1,September 30,$ 239,$ 79,"October 1, 2022"
41,CA,Santa Rosa,Sonoma,,,$ 157,$ 74,"October 1, 2022"
42,CA,South Lake Tahoe,El Dorado,October 1,December 31,$ 148,$ 74,"October 1, 2022"
42,CA,South Lake Tahoe,El Dorado,January 1,June 30,$ 121,$ 74,"October 1, 2022"
42,CA,South Lake Tahoe,El Dorado,July 1,September 30,$ 148,$ 74,"October 1, 2022"
43,CA,Stockton ,San Joaquin,,,$ 140,$ 74,"October 1, 2022"
44,CA,Sunnyvale / Palo Alto / San Jose,Santa Clara,,,$ 245,$ 74,"October 1, 2022"
45,CA,Tahoe City,Placer,,,$ 124,$ 74,"October 1, 2022"
46,CA,Truckee,Nevada ,October 1,February 28,$ 154,$ 79,"October 1, 2022"
46,CA,Truckee,Nevada ,March 1,May 31,$ 126,$ 79,"October 1, 2022"
46,CA,Truckee,Nevada ,June 1,August 31,$ 160,$ 79,"October 1, 2022"
46,CA,Truckee,Nevada ,September 1,September 30,$ 154,$ 79,"October 1, 2022"
47,CA,Visalia,Tulare,,,$ 125,$ 69,"October 1, 2022"
48,CA,West Sacramento / Davis,Yolo,,,$ 133,$ 69,"October 1, 2022"
49,CA,Yosemite National Park,Mariposa,October 1,November 30,$ 127,$ 79,"October 1, 2022"
49,CA,Yosemite National Park,Mariposa,December 1,August 31,$ 141,$ 79,"October 1, 2022"
49,CA,Yosemite National Park,Mariposa,September 1,September 30,$ 127,$ 79,"October 1, 2022"
50,CO,Aspen,Pitkin,October 1,November 30,$ 188,$ 79,"October 1, 2022"
50,CO,Aspen,Pitkin,December 1,March 31,$ 375,$ 79,"October 1, 2022"
50,CO,Aspen,Pitkin,April 1,May 31,$ 147,$ 79,"October 1, 2022"
50,CO,Aspen,Pitkin,June 1,August 31,$ 235,$ 79,"October 1, 2022"
50,CO,Aspen,Pitkin,September 1,September 30,$ 188,$ 79,"October 1, 2022"
52,CO,Boulder / Broomfield,Boulder / Broomfield,October 1,April 30,$ 128,$ 69,"October 1, 2022"
52,CO,Boulder / Broomfield,Boulder / Broomfield,May 1,August 31,$ 160,$ 69,"October 1, 2022"
52,CO,Boulder / Broomfield,Boulder / Broomfield,September 1,September 30,$ 128,$ 69,"October 1, 2022"
53,CO,Colorado Springs,El Paso,October 1,May 31,$ 121,$ 69,"October 1, 2022"
53,CO,Colorado Springs,El Paso,June 1,August 31,$ 178,$ 69,"October 1, 2022"
53,CO,Colorado Springs,El Paso,September 1,September 30,$ 121,$ 69,"October 1, 2022"
54,CO,Cortez,Montezuma,October 1,October 31,$ 134,$ 64,"October 1, 2022"
54,CO,Cortez,Montezuma,November 1,April 30,$ 98,$ 64,"October 1, 2022"
54,CO,Cortez,Montezuma,May 1,September 30,$ 134,$ 64,"October 1, 2022"
55,CO,Crested Butte / Gunnison,Gunnison,October 1,November 30,$ 147,$ 74,"October 1, 2022"
55,CO,Crested Butte / Gunnison,Gunnison,December 1,March 31,$ 175,$ 74,"October 1, 2022"
55,CO,Crested Butte / Gunnison,Gunnison,April 1,May 31,$ 106,$ 74,"October 1, 2022"
55,CO,Crested Butte / Gunnison,Gunnison,June 1,September 30,$ 147,$ 74,"October 1, 2022"
56,CO,Denver / Aurora,Denver / Adams / Arapahoe / Jefferson,October 1,October 31,$ 199,$ 79,"October 1, 2022"
56,CO,Denver / Aurora,Denver / Adams / Arapahoe / Jefferson,November 1,December 31,$ 153,$ 79,"October 1, 2022"
56,CO,Denver / Aurora,Denver / Adams / Arapahoe / Jefferson,January 1,March 31,$ 162,$ 79,"October 1, 2022"
56,CO,Denver / Aurora,Denver / Adams / Arapahoe / Jefferson,April 1,September 30,$ 199,$ 79,"October 1, 2022"
427,CO,Douglas ,Douglas,October 1,May 31,$ 115,$ 69,"October 1, 2022"
427,CO,Douglas ,Douglas,June 1,August 31,$ 140,$ 69,"October 1, 2022"
427,CO,Douglas ,Douglas,September 1,September 30,$ 115,$ 69,"October 1, 2022"
57,CO,Durango,La Plata,October 1,May 31,$ 116,$ 74,"October 1, 2022"
57,CO,Durango,La Plata,June 1,September 30,$ 179,$ 74,"October 1, 2022"
58,CO,Fort Collins / Loveland,Larimer,,,$ 113,$ 69,"October 1, 2022"
493,CO,Grand Lake,Grand,October 1,November 30,$ 164,$ 79,"October 1, 2022"
493,CO,Grand Lake,Grand,December 1,March 31,$ 278,$ 79,"October 1, 2022"
493,CO,Grand Lake,Grand,April 1,May 31,$ 121,$ 79,"October 1, 2022"
493,CO,Grand Lake,Grand,June 1,September 30,$ 164,$ 79,"October 1, 2022"
61,CO,Montrose,Montrose,October 1,May 31,$ 106,$ 69,"October 1, 2022"
61,CO,Montrose,Montrose,June 1,September 30,$ 131,$ 69,"October 1, 2022"
63,CO,Silverthorne / Breckenridge,Summit,October 1,November 30,$ 185,$ 79,"October 1, 2022"
63,CO,Silverthorne / Breckenridge,Summit,December 1,March 31,$ 332,$ 79,"October 1, 2022"
63,CO,Silverthorne / Breckenridge,Summit,April 1,May 31,$ 132,$ 79,"October 1, 2022"
63,CO,Silverthorne / Breckenridge,Summit,June 1,September 30,$ 185,$ 79,"October 1, 2022"
64,CO,Steamboat Springs,Routt,October 1,November 30,$ 135,$ 79,"October 1, 2022"
64,CO,Steamboat Springs,Routt,December 1,March 31,$ 181,$ 79,"October 1, 2022"
64,CO,Steamboat Springs,Routt,April 1,May 31,$ 98,$ 79,"October 1, 2022"
64,CO,Steamboat Springs,Routt,June 1,September 30,$ 135,$ 79,"October 1, 2022"
65,CO,Telluride,San Miguel,October 1,November 30,$ 197,$ 79,"October 1, 2022"
65,CO,Telluride,San Miguel,December 1,March 31,$ 418,$ 79,"October 1, 2022"
65,CO,Telluride,San Miguel,April 1,September 30,$ 197,$ 79,"October 1, 2022"
66,CO,Vail,Eagle,October 1,November 30,$ 208,$ 79,"October 1, 2022"
66,CO,Vail,Eagle,December 1,March 31,$ 485,$ 79,"October 1, 2022"
66,CO,Vail,Eagle,April 1,September 30,$ 208,$ 79,"October 1, 2022"
67,CT,Bridgeport / Danbury,Fairfield,,,$ 125,$ 69,"October 1, 2022"
69,CT,Hartford,Hartford,,,$ 132,$ 69,"October 1, 2022"
71,CT,New Haven,New Haven,,,$ 114,$ 69,"October 1, 2022"
72,CT,New London / Groton,New London,,,$ 107,$ 69,"October 1, 2022"
75,DC,District of Columbia,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",October 1,October 31,$ 257,$ 79,"October 1, 2022"
75,DC,District of Columbia,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",November 1,February 28,$ 188,$ 79,"October 1, 2022"
75,DC,District of Columbia,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",March 1,June 30,$ 258,$ 79,"October 1, 2022"
75,DC,District of Columbia,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",July 1,August 31,$ 172,$ 79,"October 1, 2022"
75,DC,District of Columbia,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",September 1,September 30,$ 257,$ 79,"October 1, 2022"
77,DE,Lewes,Sussex,October 1,April 30,$ 113,$ 64,"October 1, 2022"
77,DE,Lewes,Sussex,May 1,June 30,$ 174,$ 64,"October 1, 2022"
77,DE,Lewes,Sussex,July 1,August 31,$ 279,$ 64,"October 1, 2022"
77,DE,Lewes,Sussex,September 1,September 30,$ 113,$ 64,"October 1, 2022"
78,DE,Wilmington,New Castle,,,$ 131,$ 64,"October 1, 2022"
99,FL,Boca Raton / Delray Beach / Jupiter,Palm Beach / Hendry,October 1,November 30,$ 134,$ 69,"October 1, 2022"
99,FL,Boca Raton / Delray Beach / Jupiter,Palm Beach / Hendry,December 1,April 30,$ 209,$ 69,"October 1, 2022"
99,FL,Boca Raton / Delray Beach / Jupiter,Palm Beach / Hendry,May 1,September 30,$ 134,$ 69,"October 1, 2022"
80,FL,Bradenton,Manatee,October 1,January 31,$ 129,$ 64,"October 1, 2022"
80,FL,Bradenton,Manatee,February 1,March 31,$ 208,$ 64,"October 1, 2022"
80,FL,Bradenton,Manatee,April 1,September 30,$ 129,$ 64,"October 1, 2022"
81,FL,Cocoa Beach,Brevard,October 1,January 31,$ 144,$ 74,"October 1, 2022"
81,FL,Cocoa Beach,Brevard,February 1,March 31,$ 183,$ 74,"October 1, 2022"
81,FL,Cocoa Beach,Brevard,April 1,September 30,$ 144,$ 74,"October 1, 2022"
82,FL,Daytona Beach,Volusia,October 1,January 31,$ 116,$ 69,"October 1, 2022"
82,FL,Daytona Beach,Volusia,February 1,March 31,$ 156,$ 69,"October 1, 2022"
82,FL,Daytona Beach,Volusia,April 1,July 31,$ 135,$ 69,"October 1, 2022"
82,FL,Daytona Beach,Volusia,August 1,September 30,$ 116,$ 69,"October 1, 2022"
84,FL,Fort Lauderdale,Broward,October 1,December 31,$ 183,$ 69,"October 1, 2022"
84,FL,Fort Lauderdale,Broward,January 1,April 30,$ 221,$ 69,"October 1, 2022"
84,FL,Fort Lauderdale,Broward,May 1,September 30,$ 150,$ 69,"October 1, 2022"
85,FL,Fort Myers,Lee,October 1,November 30,$ 124,$ 64,"October 1, 2022"
85,FL,Fort Myers,Lee,December 1,January 31,$ 164,$ 64,"October 1, 2022"
85,FL,Fort Myers,Lee,February 1,March 31,$ 252,$ 64,"October 1, 2022"
85,FL,Fort Myers,Lee,April 1,September 30,$ 124,$ 64,"October 1, 2022"
83,FL,Fort Walton Beach / De Funiak Springs,Okaloosa / Walton,October 1,October 31,$ 186,$ 69,"October 1, 2022"
83,FL,Fort Walton Beach / De Funiak Springs,Okaloosa / Walton,November 1,February 28,$ 109,$ 69,"October 1, 2022"
83,FL,Fort Walton Beach / De Funiak Springs,Okaloosa / Walton,March 1,May 31,$ 191,$ 69,"October 1, 2022"
83,FL,Fort Walton Beach / De Funiak Springs,Okaloosa / Walton,June 1,July 31,$ 305,$ 69,"October 1, 2022"
83,FL,Fort Walton Beach / De Funiak Springs,Okaloosa / Walton,August 1,September 30,$ 186,$ 69,"October 1, 2022"
89,FL,Gulf Breeze,Santa Rosa,October 1,February 28,$ 130,$ 59,"October 1, 2022"
89,FL,Gulf Breeze,Santa Rosa,March 1,May 31,$ 162,$ 59,"October 1, 2022"
89,FL,Gulf Breeze,Santa Rosa,June 1,July 31,$ 252,$ 59,"October 1, 2022"
89,FL,Gulf Breeze,Santa Rosa,August 1,September 30,$ 130,$ 59,"October 1, 2022"
91,FL,Key West,Monroe,October 1,November 30,$ 289,$ 69,"October 1, 2022"
91,FL,Key West,Monroe,December 1,April 30,$ 429,$ 69,"October 1, 2022"
91,FL,Key West,Monroe,May 1,July 31,$ 329,$ 69,"October 1, 2022"
91,FL,Key West,Monroe,August 1,September 30,$ 255,$ 69,"October 1, 2022"
95,FL,Miami,Miami-Dade,October 1,November 30,$ 146,$ 69,"October 1, 2022"
95,FL,Miami,Miami-Dade,December 1,March 31,$ 215,$ 69,"October 1, 2022"
95,FL,Miami,Miami-Dade,April 1,May 31,$ 151,$ 69,"October 1, 2022"
95,FL,Miami,Miami-Dade,June 1,September 30,$ 142,$ 69,"October 1, 2022"
96,FL,Naples,Collier,October 1,November 30,$ 157,$ 69,"October 1, 2022"
96,FL,Naples,Collier,December 1,January 31,$ 246,$ 69,"October 1, 2022"
96,FL,Naples,Collier,February 1,April 30,$ 316,$ 69,"October 1, 2022"
96,FL,Naples,Collier,May 1,September 30,$ 157,$ 69,"October 1, 2022"
98,FL,Orlando,Orange,October 1,December 31,$ 129,$ 69,"October 1, 2022"
98,FL,Orlando,Orange,January 1,March 31,$ 159,$ 69,"October 1, 2022"
98,FL,Orlando,Orange,April 1,September 30,$ 129,$ 69,"October 1, 2022"
100,FL,Panama City,Bay,October 1,February 28,$ 146,$ 64,"October 1, 2022"
100,FL,Panama City,Bay,March 1,May 31,$ 165,$ 64,"October 1, 2022"
100,FL,Panama City,Bay,June 1,July 31,$ 258,$ 64,"October 1, 2022"
100,FL,Panama City,Bay,August 1,September 30,$ 146,$ 64,"October 1, 2022"
101,FL,Pensacola ,Escambia,October 1,February 28,$ 133,$ 64,"October 1, 2022"
101,FL,Pensacola ,Escambia,March 1,May 31,$ 152,$ 64,"October 1, 2022"
101,FL,Pensacola ,Escambia,June 1,July 31,$ 214,$ 64,"October 1, 2022"
101,FL,Pensacola ,Escambia,August 1,September 30,$ 133,$ 64,"October 1, 2022"
102,FL,Punta Gorda,Charlotte,October 1,January 31,$ 98,$ 64,"October 1, 2022"
102,FL,Punta Gorda,Charlotte,February 1,March 31,$ 191,$ 64,"October 1, 2022"
102,FL,Punta Gorda,Charlotte,April 1,September 30,$ 98,$ 64,"October 1, 2022"
103,FL,Sarasota,Sarasota,October 1,January 31,$ 130,$ 69,"October 1, 2022"
103,FL,Sarasota,Sarasota,February 1,April 30,$ 197,$ 69,"October 1, 2022"
103,FL,Sarasota,Sarasota,May 1,September 30,$ 130,$ 69,"October 1, 2022"
104,FL,Sebring,Highlands,October 1,January 31,$ 104,$ 64,"October 1, 2022"
104,FL,Sebring,Highlands,February 1,March 31,$ 186,$ 64,"October 1, 2022"
104,FL,Sebring,Highlands,April 1,September 30,$ 104,$ 64,"October 1, 2022"
105,FL,St. Augustine,St. Johns,October 1,November 30,$ 139,$ 69,"October 1, 2022"
105,FL,St. Augustine,St. Johns,December 1,March 31,$ 159,$ 69,"October 1, 2022"
105,FL,St. Augustine,St. Johns,April 1,September 30,$ 139,$ 69,"October 1, 2022"
106,FL,Stuart,Martin,October 1,January 31,$ 126,$ 69,"October 1, 2022"
106,FL,Stuart,Martin,February 1,March 31,$ 192,$ 69,"October 1, 2022"
106,FL,Stuart,Martin,April 1,September 30,$ 126,$ 69,"October 1, 2022"
107,FL,Tallahassee,Leon,October 1,December 31,$ 111,$ 64,"October 1, 2022"
107,FL,Tallahassee,Leon,January 1,March 31,$ 148,$ 64,"October 1, 2022"
107,FL,Tallahassee,Leon,April 1,September 30,$ 111,$ 64,"October 1, 2022"
108,FL,Tampa / St. Petersburg,Pinellas / Hillsborough,October 1,December 31,$ 133,$ 69,"October 1, 2022"
108,FL,Tampa / St. Petersburg,Pinellas / Hillsborough,January 1,April 30,$ 173,$ 69,"October 1, 2022"
108,FL,Tampa / St. Petersburg,Pinellas / Hillsborough,May 1,September 30,$ 133,$ 69,"October 1, 2022"
109,FL,Vero Beach,Indian River,October 1,November 30,$ 150,$ 69,"October 1, 2022"
109,FL,Vero Beach,Indian River,December 1,April 30,$ 204,$ 69,"October 1, 2022"
109,FL,Vero Beach,Indian River,May 1,September 30,$ 150,$ 69,"October 1, 2022"
110,GA,Athens,Clarke,,,$ 107,$ 59,"October 1, 2022"
111,GA,Atlanta,Fulton / Dekalb,,,$ 163,$ 74,"October 1, 2022"
413,GA,Augusta,Richmond,,,$ 107,$ 59,"October 1, 2022"
115,GA,Jekyll Island / Brunswick,Glynn,October 1,February 28,$ 161,$ 79,"October 1, 2022"
115,GA,Jekyll Island / Brunswick,Glynn,March 1,July 31,$ 206,$ 79,"October 1, 2022"
115,GA,Jekyll Island / Brunswick,Glynn,August 1,September 30,$ 161,$ 79,"October 1, 2022"
494,GA,Marietta,Cobb,,,$ 121,$ 64,"October 1, 2022"
116,GA,Savannah,Chatham,October 1,February 28,$ 130,$ 69,"October 1, 2022"
116,GA,Savannah,Chatham,March 1,April 30,$ 147,$ 69,"October 1, 2022"
116,GA,Savannah,Chatham,May 1,September 30,$ 130,$ 69,"October 1, 2022"
476,IA,Dallas,Dallas,October 1,December 31,$ 105,$ 69,"October 1, 2022"
476,IA,Dallas,Dallas,January 1,August 31,$ 111,$ 69,"October 1, 2022"
476,IA,Dallas,Dallas,September 1,September 30,$ 105,$ 69,"October 1, 2022"
118,IA,Des Moines,Polk,,,$ 111,$ 64,"October 1, 2022"
495,ID,Boise,Ada,,,$ 147,$ 74,"October 1, 2022"
120,ID,Coeur d'Alene,Kootenai,October 1,May 31,$ 105,$ 64,"October 1, 2022"
120,ID,Coeur d'Alene,Kootenai,June 1,August 31,$ 179,$ 64,"October 1, 2022"
120,ID,Coeur d'Alene,Kootenai,September 1,September 30,$ 105,$ 64,"October 1, 2022"
122,ID,Sun Valley / Ketchum,Blaine / Elmore,October 1,November 30,$ 165,$ 74,"October 1, 2022"
122,ID,Sun Valley / Ketchum,Blaine / Elmore,December 1,March 31,$ 288,$ 74,"October 1, 2022"
122,ID,Sun Valley / Ketchum,Blaine / Elmore,April 1,May 31,$ 149,$ 74,"October 1, 2022"
122,ID,Sun Valley / Ketchum,Blaine / Elmore,June 1,September 30,$ 275,$ 74,"October 1, 2022"
422,IL,Bolingbrook / Romeoville / Lemont,Will,,,$ 105,$ 64,"October 1, 2022"
123,IL,Chicago,Cook / Lake,October 1,November 30,$ 218,$ 79,"October 1, 2022"
123,IL,Chicago,Cook / Lake,December 1,March 31,$ 134,$ 79,"October 1, 2022"
123,IL,Chicago,Cook / Lake,April 1,June 30,$ 216,$ 79,"October 1, 2022"
123,IL,Chicago,Cook / Lake,July 1,August 31,$ 187,$ 79,"October 1, 2022"
123,IL,Chicago,Cook / Lake,September 1,September 30,$ 218,$ 79,"October 1, 2022"
462,IL,East St. Louis / O'Fallon / Fairview Heights,St. Clair,,,$ 141,$ 64,"October 1, 2022"
124,IL,Oak Brook Terrace,DuPage,,,$ 114,$ 64,"October 1, 2022"
127,IN,Bloomington ,Monroe,October 1,April 30,$ 98,$ 64,"October 1, 2022"
127,IN,Bloomington ,Monroe,May 1,August 31,$ 106,$ 64,"October 1, 2022"
127,IN,Bloomington ,Monroe,September 1,September 30,$ 98,$ 64,"October 1, 2022"
129,IN,Ft. Wayne,Allen,,,$ 108,$ 64,"October 1, 2022"
414,IN,Hammond / Munster / Merrillville,Lake,,,$ 102,$ 64,"October 1, 2022"
130,IN,Indianapolis / Carmel,Marion / Hamilton,,,$ 127,$ 69,"October 1, 2022"
131,IN,Lafayette / West Lafayette,Tippecanoe,October 1,July 31,$ 100,$ 64,"October 1, 2022"
131,IN,Lafayette / West Lafayette,Tippecanoe,August 1,September 30,$ 118,$ 64,"October 1, 2022"
137,KS,Kansas City / Overland Park,Wyandotte / Johnson / Leavenworth,,,$ 123,$ 64,"October 1, 2022"
138,KS,Wichita,Sedgwick,,,$ 103,$ 64,"October 1, 2022"
139,KY,Boone,Boone,,,$ 114,$ 64,"October 1, 2022"
436,KY,Kenton,Kenton,,,$ 151,$ 74,"October 1, 2022"
140,KY,Lexington,Fayette,,,$ 110,$ 64,"October 1, 2022"
141,KY,Louisville,Jefferson,October 1,October 31,$ 131,$ 64,"October 1, 2022"
141,KY,Louisville,Jefferson,November 1,January 31,$ 113,$ 64,"October 1, 2022"
141,KY,Louisville,Jefferson,February 1,May 31,$ 139,$ 64,"October 1, 2022"
141,KY,Louisville,Jefferson,June 1,September 30,$ 131,$ 64,"October 1, 2022"
478,LA,Alexandria / Leesville / Natchitoches,Allen / Jefferson Davis / Natchitoches / Rapides / Vernon Parishes,,,$ 105,$ 64,"October 1, 2022"
