State/Country,Location,Season Begin,Season End,Lodging,Local Meal Rate,Proportional Meal Rate,Local Incidental,Footnote Number,Footnote Rate,Maximum Per Diem,Effective Date,Publication Date
ALASKA,KAVIK CAMP,01/01/2021,12/31/2021,171.0,90.0,53.0,23.0,3.0,,284.0,10/01/2021,11/01/2021
ALASKA,KENAI-SOLDOTNA,05/01/2021,09/30/2021,151.0,90.0,53.0,23.0,,,264.0,10/01/2021,11/01/2021
ALASKA,KENAI-SOLDOTNA,10/01/2021,04/30/2021,104.0,90.0,53.0,23.0,,,217.0,10/01/2021,11/01/2021
ALASKA,KENNICOTT,01/01/2021,12/31/2021,171.0,68.0,42.0,17.0,,,256.0,10/01/2021,11/01/2021
ALASKA,KETCHIKAN,05/01/2021,10/31/2021,250.0,95.0,55.0,23.0,,,368.0,10/01/2021,11/01/2021
ALASKA,KETCHIKAN,11/01/2021,04/30/2021,140.0,95.0,55.0,23.0,,,258.0,10/01/2021,11/01/2021
ALASKA,KING SALMON LRRS,01/01/2021,12/31/2021,171.0,90.0,53.0,23.0,,,284.0,10/01/2021,11/01/2021
ALASKA,KING SALMON,01/01/2021,12/31/2021,171.0,71.0,43.0,18.0,,,260.0,10/01/2021,11/01/2021
ALASKA,KLAWOCK,05/01/2021,09/30/2021,139.0,75.0,45.0,19.0,,,233.0,10/01/2021,11/01/2021
ALASKA,KLAWOCK,10/01/2021,04/30/2021,109.0,75.0,45.0,19.0,,,203.0,10/01/2021,11/01/2021
ALASKA,KODIAK,05/01/2021,09/30/2021,207.0,87.0,51.0,22.0,,,316.0,10/01/2021,11/01/2021
ALASKA,KODIAK,10/01/2021,04/30/2021,123.0,87.0,51.0,22.0,,,232.0,10/01/2021,11/01/2021
ALASKA,KOTZEBUE,01/01/2021,12/31/2021,171.0,97.0,56.0,24.0,,,292.0,10/01/2021,11/01/2021
ALASKA,KULIS AGS,01/01/2021,12/31/2021,229.0,100.0,58.0,25.0,,,354.0,10/01/2021,11/01/2021
ALASKA,MCCARTHY,01/01/2021,12/31/2021,171.0,68.0,42.0,17.0,,,256.0,10/01/2021,11/01/2021
ALASKA,MCGRATH,01/01/2021,12/31/2021,171.0,90.0,53.0,23.0,3.0,,284.0,10/01/2021,11/01/2021
ALASKA,MURPHY DOME,05/16/2021,09/30/2021,154.0,80.0,48.0,20.0,,,254.0,10/01/2021,11/01/2021
ALASKA,MURPHY DOME,10/01/2021,05/15/2021,79.0,80.0,48.0,20.0,,,179.0,10/01/2021,11/01/2021
ALASKA,NOME,01/01/2021,12/31/2021,200.0,95.0,55.0,23.0,,,318.0,10/01/2021,11/01/2021
ALASKA,NOSC ANCHORAGE,01/01/2021,12/31/2021,229.0,100.0,58.0,25.0,,,354.0,10/01/2021,11/01/2021
ALASKA,NUIQSUT,01/01/2021,12/31/2021,171.0,90.0,53.0,23.0,3.0,,284.0,10/01/2021,11/01/2021
ALASKA,OLIKTOK LRRS,01/01/2021,12/31/2021,171.0,90.0,53.0,23.0,,,284.0,10/01/2021,11/01/2021
ALASKA,PALMER,01/01/2021,12/31/2021,171.0,94.0,55.0,23.0,,,288.0,10/01/2021,11/01/2021
ALASKA,PETERSBURG,01/01/2021,12/31/2021,130.0,86.0,51.0,22.0,,,238.0,10/01/2021,11/01/2021
ALASKA,POINT BARROW LRRS,01/01/2021,12/31/2021,171.0,90.0,53.0,23.0,,,284.0,10/01/2021,11/01/2021
ALASKA,POINT HOPE,01/01/2021,12/31/2021,171.0,90.0,53.0,23.0,3.0,,284.0,10/01/2021,11/01/2021
ALASKA,POINT LONELY LRRS,01/01/2021,12/31/2021,171.0,90.0,53.0,23.0,,,284.0,10/01/2021,11/01/2021
ALASKA,PORT ALEXANDER,01/01/2021,12/31/2021,171.0,90.0,53.0,23.0,3.0,,284.0,10/01/2021,11/01/2021
ALASKA,PORT ALSWORTH,01/01/2021,12/31/2021,171.0,90.0,53.0,23.0,,,284.0,10/01/2021,11/01/2021
ALASKA,PRUDHOE BAY,01/01/2021,12/31/2021,171.0,90.0,53.0,23.0,,,284.0,10/01/2021,11/01/2021
ALASKA,SELDOVIA,05/01/2021,09/30/2021,189.0,99.0,57.0,25.0,,,313.0,10/01/2021,11/01/2021
ALASKA,SELDOVIA,10/01/2021,04/30/2021,129.0,99.0,57.0,25.0,,,253.0,10/01/2021,11/01/2021
ALASKA,SEWARD,04/01/2021,09/30/2021,299.0,117.0,66.0,29.0,,,445.0,10/01/2021,11/01/2021
ALASKA,SEWARD,10/01/2021,03/31/2021,104.0,117.0,66.0,29.0,,,250.0,10/01/2021,11/01/2021
ALASKA,SITKA-MT. EDGECUMBE,04/01/2021,09/30/2021,220.0,93.0,54.0,23.0,,,336.0,10/01/2021,11/01/2021
ALASKA,SITKA-MT. EDGECUMBE,10/01/2021,03/31/2021,189.0,93.0,54.0,23.0,,,305.0,10/01/2021,11/01/2021
ALASKA,SKAGWAY,05/01/2021,10/31/2021,250.0,95.0,55.0,23.0,,,368.0,10/01/2021,11/01/2021
ALASKA,SKAGWAY,11/01/2021,04/30/2021,140.0,95.0,55.0,23.0,,,258.0,10/01/2021,11/01/2021
ALASKA,SLANA,01/01/2021,12/31/2021,171.0,90.0,53.0,23.0,,,284.0,10/01/2021,11/01/2021
ALASKA,SPARREVOHN LRRS,01/01/2021,12/31/2021,171.0,90.0,53.0,23.0,,,284.0,10/01/2021,11/01/2021
ALASKA,SPRUCE CAPE,05/01/2021,09/30/2021,207.0,87.0,51.0,22.0,,,316.0,10/01/2021,11/01/2021
ALASKA,SPRUCE CAPE,10/01/2021,04/30/2021,123.0,87.0,51.0,22.0,,,232.0,10/01/2021,11/01/2021
ALASKA,ST. GEORGE,01/01/2021,12/31/2021,171.0,90.0,53.0,23.0,,,284.0,10/01/2021,11/01/2021
ALASKA,TALKEETNA,01/01/2021,12/31/2021,171.0,96.0,56.0,24.0,,,291.0,10/01/2021,11/01/2021
ALASKA,TANANA,01/01/2021,12/31/2021,200.0,95.0,55.0,23.0,,,318.0,10/01/2021,11/01/2021
ALASKA,TATALINA LRRS,01/01/2021,12/31/2021,171.0,90.0,53.0,23.0,,,284.0,10/01/2021,11/01/2021
ALASKA,TIN CITY LRRS,01/01/2021,12/31/2021,171.0,90.0,53.0,23.0,,,284.0,10/01/2021,11/01/2021
ALASKA,TOK,01/01/2021,12/31/2021,105.0,90.0,53.0,23.0,,,218.0,10/01/2021,11/01/2021
ALASKA,VALDEZ,05/01/2021,09/15/2021,212.0,88.0,52.0,22.0,,,322.0,10/01/2021,11/01/2021
ALASKA,VALDEZ,09/16/2021,04/30/2021,129.0,88.0,52.0,22.0,,,239.0,10/01/2021,11/01/2021
ALASKA,WAINWRIGHT,01/01/2021,12/31/2021,275.0,62.0,39.0,15.0,,,352.0,10/01/2021,11/01/2021
ALASKA,WASILLA,06/01/2021,10/31/2021,171.0,75.0,45.0,19.0,,,265.0,10/01/2021,11/01/2021
ALASKA,WASILLA,11/01/2021,05/31/2021,90.0,75.0,45.0,19.0,,,184.0,10/01/2021,11/01/2021
ALASKA,WRANGELL,05/01/2021,10/31/2021,250.0,95.0,55.0,23.0,,,368.0,10/01/2021,11/01/2021
ALASKA,WRANGELL,11/01/2021,04/30/2021,140.0,95.0,55.0,23.0,,,258.0,10/01/2021,11/01/2021
ALASKA,YAKUTAT,06/01/2021,10/15/2021,350.0,89.0,52.0,22.0,,,461.0,10/01/2021,11/01/2021
ALASKA,YAKUTAT,10/16/2021,05/31/2021,150.0,89.0,52.0,22.0,,,261.0,10/01/2021,11/01/2021
ALASKA,[OTHER],01/01/2021,12/31/2021,171.0,90.0,53.0,23.0,,,284.0,10/01/2021,11/01/2021
AMERICAN SAMOA,AMERICAN SAMOA,01/01/2021,12/31/2021,139.0,69.0,42.0,17.0,,,225.0,07/01/2019,11/01/2021
AMERICAN SAMOA,PAGO PAGO,01/01/2021,12/31/2021,139.0,69.0,42.0,17.0,,,225.0,07/01/2019,11/01/2021
GUAM,GUAM (INCL ALL MIL INSTAL),01/01/2021,12/31/2021,159.0,77.0,46.0,19.0,,,255.0,04/01/2021,11/01/2021
GUAM,JOINT REGION MARIANAS (ANDERSEN),01/01/2021,12/31/2021,159.0,77.0,46.0,19.0,,,255.0,04/01/2021,11/01/2021
GUAM,JOINT REGION MARIANAS (NAVAL BASE),01/01/2021,12/31/2021,159.0,77.0,46.0,19.0,,,255.0,04/01/2021,11/01/2021
GUAM,TAMUNING,01/01/2021,12/31/2021,159.0,77.0,46.0,19.0,,,255.0,04/01/2021,11/01/2021
HAWAII,CAMP H M SMITH,01/01/2021,12/31/2021,177.0,119.0,67.0,30.0,,,326.0,01/01/2021,11/01/2021
HAWAII,CNI NAVMAG PEARL HARBOR-HICKAM,01/01/2021,12/31/2021,177.0,119.0,67.0,30.0,,,326.0,01/01/2021,11/01/2021
HAWAII,FT. DERUSSEY,01/01/2021,12/31/2021,177.0,119.0,67.0,30.0,,,326.0,01/01/2021,11/01/2021
HAWAII,FT. SHAFTER,01/01/2021,12/31/2021,177.0,119.0,67.0,30.0,,,326.0,01/01/2021,11/01/2021
HAWAII,HICKAM AFB,01/01/2021,12/31/2021,177.0,119.0,67.0,30.0,,,326.0,01/01/2021,11/01/2021
HAWAII,HONOLULU,01/01/2021,12/31/2021,177.0,119.0,67.0,30.0,,,326.0,01/01/2021,11/01/2021
HAWAII,ISLE OF HAWAII: HILO,01/01/2021,12/31/2021,199.0,96.0,56.0,24.0,,,319.0,01/01/2021,11/01/2021
HAWAII,ISLE OF HAWAII: LOCATIONS OTHER THAN HILO,01/01/2021,12/31/2021,218.0,125.0,70.0,31.0,,,374.0,01/01/2021,11/01/2021
HAWAII,ISLE OF KAUAI,01/01/2021,12/31/2021,325.0,113.0,64.0,28.0,,,466.0,01/01/2021,11/01/2021
HAWAII,ISLE OF LANAI,01/01/2021,12/31/2021,218.0,107.0,61.0,27.0,,,352.0,01/01/2021,11/01/2021
HAWAII,ISLE OF MAUI,01/01/2021,12/31/2021,304.0,120.0,68.0,30.0,,,454.0,01/01/2021,11/01/2021
HAWAII,ISLE OF MOLOKAI,01/01/2021,12/31/2021,218.0,85.0,50.0,21.0,,,324.0,01/01/2021,11/01/2021
HAWAII,ISLE OF OAHU,01/01/2021,12/31/2021,177.0,119.0,67.0,30.0,,,326.0,01/01/2021,11/01/2021
HAWAII,JB PEARL HARBOR-HICKAM,01/01/2021,12/31/2021,177.0,119.0,67.0,30.0,,,326.0,01/01/2021,11/01/2021
HAWAII,KAPOLEI,01/01/2021,12/31/2021,177.0,119.0,67.0,30.0,,,326.0,01/01/2021,11/01/2021
HAWAII,KILAUEA MILITARY CAMP,01/01/2021,12/31/2021,199.0,96.0,56.0,24.0,,,319.0,01/01/2021,11/01/2021
HAWAII,LIHUE,01/01/2021,12/31/2021,325.0,113.0,64.0,28.0,,,466.0,01/01/2021,11/01/2021
HAWAII,MCB HAWAII,01/01/2021,12/31/2021,177.0,119.0,67.0,30.0,,,326.0,01/01/2021,11/01/2021
HAWAII,NCTAMS PAC WAHIAWA HI,01/01/2021,12/31/2021,177.0,119.0,67.0,30.0,,,326.0,01/01/2021,11/01/2021
HAWAII,NOSC PEARL HARBOR,01/01/2021,12/31/2021,177.0,119.0,67.0,30.0,,,326.0,01/01/2021,11/01/2021
HAWAII,PEARL HARBOR,01/01/2021,12/31/2021,177.0,119.0,67.0,30.0,,,326.0,01/01/2021,11/01/2021
HAWAII,PMRF BARKING SANDS,01/01/2021,12/31/2021,325.0,113.0,64.0,28.0,,,466.0,01/01/2021,11/01/2021
HAWAII,SCHOFIELD BARRACKS,01/01/2021,12/31/2021,177.0,119.0,67.0,30.0,,,326.0,01/01/2021,11/01/2021
HAWAII,TRIPLER ARMY MEDICAL CENTER,01/01/2021,12/31/2021,177.0,119.0,67.0,30.0,,,326.0,01/01/2021,11/01/2021
HAWAII,WHEELER ARMY AIRFIELD,01/01/2021,12/31/2021,177.0,119.0,67.0,30.0,,,326.0,01/01/2021,11/01/2021
HAWAII,[OTHER],01/01/2021,12/31/2021,218.0,119.0,67.0,30.0,,,367.0,01/01/2021,11/01/2021
MIDWAY ISLANDS,MIDWAY ISLANDS,01/01/2021,12/31/2021,125.0,65.0,40.0,16.0,,,206.0,01/01/2021,11/01/2021
PUERTO RICO,AGUADILLA,01/01/2021,12/31/2021,149.0,72.0,44.0,18.0,,,239.0,05/01/2021,11/01/2021
PUERTO RICO,BAYAMON,06/01/2021,11/30/2021,167.0,92.0,54.0,23.0,,,282.0,05/01/2021,11/01/2021
PUERTO RICO,BAYAMON,12/01/2021,05/31/2021,195.0,92.0,54.0,23.0,,,310.0,05/01/2021,11/01/2021
PUERTO RICO,CAROLINA,06/01/2021,11/30/2021,167.0,92.0,54.0,23.0,,,282.0,05/01/2021,11/01/2021
PUERTO RICO,CAROLINA,12/01/2021,05/31/2021,195.0,92.0,54.0,23.0,,,310.0,05/01/2021,11/01/2021
PUERTO RICO,CEIBA,01/01/2021,12/31/2021,159.0,88.0,52.0,22.0,,,269.0,05/01/2021,11/01/2021
PUERTO RICO,CULEBRA,01/01/2021,12/31/2021,159.0,84.0,50.0,21.0,,,264.0,05/01/2021,11/01/2021
PUERTO RICO,FAJARDO [INCL ROOSEVELT RDS NAVSTAT],01/01/2021,12/31/2021,159.0,88.0,52.0,22.0,,,269.0,05/01/2021,11/01/2021
PUERTO RICO,"FT. BUCHANAN [INCL GSA SVC CTR, GUAYNABO]",06/01/2021,11/30/2021,167.0,92.0,54.0,23.0,,,282.0,05/01/2021,11/01/2021
PUERTO RICO,"FT. BUCHANAN [INCL GSA SVC CTR, GUAYNABO]",12/01/2021,05/31/2021,195.0,92.0,54.0,23.0,,,310.0,05/01/2021,11/01/2021
PUERTO RICO,HUMACAO,01/01/2021,12/31/2021,159.0,88.0,52.0,22.0,,,269.0,05/01/2021,11/01/2021
PUERTO RICO,LUIS MUNOZ MARIN IAP AGS,06/01/2021,11/30/2021,167.0,92.0,54.0,23.0,,,282.0,05/01/2021,11/01/2021
PUERTO RICO,LUIS MUNOZ MARIN IAP AGS,12/01/2021,05/31/2021,195.0,92.0,54.0,23.0,,,310.0,05/01/2021,11/01/2021
PUERTO RICO,LUQUILLO,01/01/2021,12/31/2021,159.0,88.0,52.0,22.0,,,269.0,05/01/2021,11/01/2021
PUERTO RICO,MAYAGUEZ,01/01/2021,12/31/2021,109.0,75.0,45.0,19.0,,,203.0,05/01/2021,11/01/2021
PUERTO RICO,PONCE,01/01/2021,12/31/2021,149.0,104.0,60.0,26.0,,,279.0,05/01/2021,11/01/2021
PUERTO RICO,RIO GRANDE,01/01/2021,12/31/2021,169.0,68.0,42.0,17.0,,,254.0,05/01/2021,11/01/2021
PUERTO RICO,SABANA SECA [INCL ALL MILITARY],06/01/2021,11/30/2021,167.0,92.0,54.0,23.0,,,282.0,05/01/2021,11/01/2021
PUERTO RICO,SABANA SECA [INCL ALL MILITARY],12/01/2021,05/31/2021,195.0,92.0,54.0,23.0,,,310.0,05/01/2021,11/01/2021
PUERTO RICO,SAN JUAN & NAV RES STA,06/01/2021,11/30/2021,167.0,92.0,54.0,23.0,,,282.0,05/01/2021,11/01/2021
PUERTO RICO,SAN JUAN & NAV RES STA,12/01/2021,05/31/2021,195.0,92.0,54.0,23.0,,,310.0,05/01/2021,11/01/2021
PUERTO RICO,VIEQUES,01/01/2021,12/31/2021,159.0,75.0,45.0,19.0,,,253.0,05/01/2021,11/01/2021
PUERTO RICO,[OTHER],01/01/2021,12/31/2021,159.0,80.0,48.0,20.0,,,259.0,05/01/2021,11/01/2021
VIRGIN ISLANDS (U.S.),ST. CROIX,04/15/2021,12/14/2021,247.0,96.0,56.0,24.0,,,367.0,04/01/2021,11/01/2021
VIRGIN ISLANDS (U.S.),ST. CROIX,12/15/2021,04/14/2021,299.0,96.0,56.0,24.0,,,419.0,04/01/2021,11/01/2021
VIRGIN ISLANDS (U.S.),ST. JOHN,05/01/2021,12/03/2021,170.0,98.0,57.0,25.0,,,293.0,04/01/2021,11/01/2021
VIRGIN ISLANDS (U.S.),ST. JOHN,12/04/2021,04/30/2021,230.0,98.0,57.0,25.0,,,353.0,04/01/2021,11/01/2021
VIRGIN ISLANDS (U.S.),ST. THOMAS,04/15/2021,12/15/2021,249.0,95.0,55.0,23.0,,,367.0,04/01/2021,11/01/2021
VIRGIN ISLANDS (U.S.),ST. THOMAS,12/16/2021,04/14/2021,339.0,95.0,55.0,23.0,,,457.0,04/01/2021,11/01/2021
WAKE ISLAND,WAKE ISLAND,01/01/2021,12/31/2021,129.0,56.0,36.0,14.0,,,199.0,01/01/2021,11/01/2021
